start	end	text
450649	453271	I just need to find two people having a conversation.
453971	460295	Well, out from where your hallway ends, there are two people, two servants, talking.
460575	460956	Okay.
462597	464178	Can I just get close?
464198	465799	Can I hear them is what I want to know.
465919	466919	Oh, yeah.
466939	468440	You hear it through the homoculae.
468641	469381	That's awesome.
469641	470402	One of them says...
472295	474116	This is one of the guards.
476158	481881	Yes, we brought the man in as requested by Paul last night.
483382	487364	The other one says, have you informed Prince John of this yet?
489325	490606	The guard says, no.
490946	491767	Do you think we should?
496109	500572	The other man, who you recognize now to be the main steward, he goes, yes.
501650	506234	Everything that Paul Riviero does, you must report to Prince John.
506874	510397	It's imperative that Prince John knows what his nephew is up to.
511858	514400	He left last night, very late.
516962	527790	I let Prince John know this, and the Prince was... Well, he told me to leave Paul alone, but to keep him informed.
529091	530032	Please be aware of that.
533428	536009	The guard says, It will be as you say.
536790	539191	I wonder if the man in the dungeon, should I question him?
542152	546235	The steward says to the guard, No.
547175	548055	Leave that to Paul.
550297	551877	Prince John will deal with his nephew.
552538	553658	He will talk with his nephew.
554339	558781	If he wishes to question Paul about what he's doing, that is fine.
559141	560482	This is not our concern.
561610	569373	Just keep me informed what Paul Romero is doing, where he goes, and who he speaks with.
570113	574414	If it is within your sight and ability to know, let the other guards know this as well.
576815	577175	Yes, sir.
577815	579136	He bouts and he goes away.
579156	579856	That's awesome.
580355	580956	Your lizard.
581416	582217	Dude, that is awesome.
582758	585821	Your homoculi is just sitting there looking at them.
586622	589004	Maybe ten feet above this dude.
589044	589865	He looks around.
590426	593049	There's no way he sees your homoculi.
593209	594110	Let's get out of there.
594190	595071	Let's just head back.
595091	598114	That's awesome.
599355	600697	So you have him crawl back to where you are?
600717	601618	Yeah, just have him crawl back.
602789	604930	He gets in my room, you know, pick him up.
605110	606010	Crawls up your leg.
606210	608110	Yeah, I put him in a pocket or something, I don't know.
608130	609111	Crawls into your pocket.
609211	609931	He's this big.
610851	611231	Okay.
611771	614712	Maybe he can get like a little boxer or something.
614732	616453	I don't know.
617833	618613	All right, that's awesome.
618853	619334	That's great.
621294	621614	All right.
622955	626956	Hope to talk about what we do.
628696	631077	For next session, do you want to...
632658	634663	Do you want to do one more one-off session?
635746	641160	Well, I think that for next session, let me talk to Steve and see where he's at.
641281	643025	I might need to do a one-off session with Steve.
