start	end	text
700833	701133	Yeah.
701694	702014	Okay.
702214	703156	This is how a short rest works.
704578	707381	You have three one-die eights.
710225	711026	Roll one of them.
713329	713549	Yeah.
714810	720954	Six hit points, you get back six hit points, and one of your one die eights has been used.
721434	725016	You can do a short rest three times a day.
725537	726998	It takes an hour to do so.
728639	732281	However, you only have those three dies, right?
732781	734142	As you go up levels, you get more.
734983	741707	So what you can do is, let's say you get wounded slightly in the first conflict, you take a short rest, and you have like
742743	748406	If you decide to use one die eight, you get one die eight hit points back.
748586	755090	And then later, if you want to do it again, you can go back and use two more two die eight for a different short rest.
755170	756331	You can do that three times.
756971	765777	After three times, or if you use all your die eights during the rest, you have to do a long rest to get all of them back.
766277	770039	Do you want to use any more one die eights?
770219	770539	Yes.
771100	771420	Roll it.
774509	775289	That's four more.
776049	777190	You have nine off you now.
778490	779870	Do you want to use your last one?
780650	780930	Yes.
780950	782211	Okay.
782871	783531	Roll it.
786131	786371	Eight.
786571	788012	You have one hit point off.
788092	788392	Nice.
788632	802715	So you clean the wounds and eat, and you realize that the spear thrust that you thought was incredibly wounding actually was not that bad, and your leather armor managed to deflect it.
803115	803995	It was a bruise.
804907	809068	But the cut itself looks badly, but it's pretty superficial.
809108	810689	It did worse damage pulling it out.
811629	818651	The scrapes on your neck that came from the claws, they're superficial as well.
819331	826353	So you're left with healed wounds, basically cleaned up, looking fairly good.
827333	827493	Nice.
827513	831254	You've used three dice though, so you have to mark off one, two, three.
832565	833625	So you have no more.
834106	837047	So if you have to do a short rest later, it could be bad.
837087	838948	And I haven't suffered any damage, so I don't need to.
839228	840588	You've not suffered any damage.
840648	842669	Now, one thing you could do is this.
843429	849332	You could do a arcane recovery and get back three spell slots.
850132	852393	Or you can start trying to do a long rest.
857123	858043	One, two, three.
858343	860304	I've actually only cast three spells.
861044	862205	I cast Firewall.
862225	863905	Three spell slots.
863925	864645	Three spell slots.
864665	869487	So one third level spell slot, three first level spell slots, and so on.
869987	871948	So you could get back that guy.
873220	874441	For an arcane recovery.
874461	879023	Okay, but that would be the difference between one hour or four hours, correct?
879163	880724	Exactly.
880744	889948	So what I'm trying to say is, if you want to do an arcane recovery and do a short rest, you can get one of the spell slots back, and then you can see what happens with the signaling.
890560	890860	Yes.
891501	894222	Or if you want to start the rest now in four hours.
894282	908969	No, I will actually, so what I'll do, if I can, I'll do the shorter version, take back one of my three, third level, and then if nothing happens, try to meditate or trance more later.
908989	909629	But be ready.
909990	910190	Right.
910450	910690	Okay.
910910	911190	Okay.
913992	914712	So I'll do that.
914752	916793	So I've only got, yeah, okay.
