start	end	text
281015	282696	Birds, mainly.
282816	285618	Rats, fucking tree baboons or something.
286458	286698	Maybe.
288350	289571	They'd be picked off for fun.
290032	297480	Do I know of any other storage tunnels or anything on the island?
298930	300892	We need to get a small party to go.
301132	309539	You've heard that there are sea caves underneath the helm that actually lead into the structure.
310099	313942	No, the helm, the big structure.
313982	315604	Their location is a secret.
315624	318046	You just know that that's a thing.
318086	319187	And they're off the coast.
322790	324091	You know, it's probably...
325703	331266	Sending Merrick ahead, me on his back for protection in case he does come across something.
331806	333107	Bart, do you have any spells left?
333287	333467	Nope.
334027	334227	Okay.
334808	339910	I gotta check that short rest for Paladin.
340530	347634	And keep the group tagging behind with somebody on the back end watching our tail.
348814	353457	The sergeant says, we do have to make a plan, but...
356204	366671	I'm scared of exposing the men to dangers out of this fortification if we don't know what's safe.
367531	374135	So what I'm thinking is that we send Merrick forward to scout the island.
374155	375536	He knows it better than anyone.
376076	381680	He can slip through the darkness and find whether or not the barracks are taken by our enemies or not.
384380	385561	I don't like letting him go alone.
386081	387141	No, I want to go with him.
388302	391003	We both can move pretty well in the darkness.
391743	395825	He'll follow behind me and have my back if we have any issues.
396505	399907	If we can get to the barracks and it is clear... How are you going to let us know?
401307	405489	Do you have a tinderbox?
406869	407190	I do.
407850	409691	Do I as well with the explorer pack?
409951	410511	Oh yeah.
410551	410811	Okay.
411491	412672	I'm going to light an arrow.
414045	415366	Well, that's going to give away your position.
416027	423954	No, I think if we can get to the barracks and stay on that wall down low, we should be able to spark a small enough light that you guys can see from there.
424474	430699	Now the other hobgoblins can see it as well, but it's not like they're going to be able to do anything about it.
431480	437125	If they leave, they'll expose themselves and you guys can pick them up and take care of them.
438086	440107	So if we can get all the way to that wall,
441690	443712	Light something means come forward.
445933	449075	Light two things means we're coming back.
450676	451836	We'll figure out what that is.
453597	460361	One of the archers comes in and goes, Sir, we're getting a strange signal from the barracks.
461662	462823	Bar, do you recognize the signal?
464468	465408	What kind of signal is it?
465508	466948	It's like a light signal.
467268	468569	Much like Morse code.
469029	471309	Do you think he would understand if he knew codes?
471649	472669	Oh yeah, he would.
473170	476350	K. K. K. No, you can read it.
476710	478370	K. A.
478390	478831	Write it down.
479331	481211	K. K. No.
481351	489972	K-A-R-M-I-R-G. Carmary.
491773	492533	It repeats again.
494087	496147	Just keep saying Karm, over and over again.
496367	498708	K-A-R. Can you signal back?
499428	500428	Can you signal back?
500908	502049	What do you want me to signal back?
502609	504889	Does he have the ability to signal back with anything?
506070	506430	Yeah.
506630	510871	I mean, you guys have signaling devices that work at night.
511051	512971	They don't work during the day.
514751	515411	Signal back.
517132	519732	G-O-U-G-E.
525075	525435	And wait.
525835	526195	That's it?
526816	527256	That's it.
527436	527936	What's that mean?
529116	529916	You get a signal back.
530697	530997	J-U-D-E. Shit.
531017	532697	Um... Um...
552109	552749	Signal back.
553950	563573	U, O, K. Yes.
567055	580500	S, A, M, E. The signaling goes on and the communication basically is
581542	587083	The barracks is in the hands of the Monmurian Navy.
588444	592424	There are 150 Marines there that are safe.
593625	596285	However, the helm has been taken.
599066	602367	Paul Ribeiro, you ask about this, Paul Ribeiro is in the barracks.
605307	609148	The end signal is, come as soon as possible.
612707	614267	I don't want to take the full party there.
615688	616388	They've got 150.
617828	622589	We've got 30 people.
622749	623789	Signal back tonight.
627490	628710	Wait for a reply.
632371	632931	We're waiting.
633331	637352	Waiting.
637532	639633	Okay, so it's safe to get to the barracks.
639873	641333	Can we get a long rest in?
642771	645734	How long would be a long rest?
646014	647395	Eight hours.
647915	649297	We have to move now.
649317	650257	We have to move now.
650778	651739	We have to move to them.
651879	656042	It's not far and take a long rest with them if they have the barracks and they're safe.
656082	656803	We have wounded.
656863	657683	What about the enemy?
659445	661667	I don't think the enemy is going to be able to do anything at night.
663690	665211	We have the bridge here.
666312	667132	They have that.
667772	673395	We need to keep this tower occupied with at least some troops and archers to keep it occupied.
673535	679198	I don't want to leave the whole south part of this thing for them to take over again.
679218	679879	Our whole backside.
680359	680579	Yeah.
680939	682100	But this doesn't really help us.
683281	683981	It does help us.
684281	686162	I'm actually, Tyrus, I think it does help us.
692152	694713	Prince John sends another ship.
694813	696614	We can signal from here.
697414	698154	And warn them.
698715	701816	It will at least tie up the enemies that we have here.
701836	704617	They're not going to be able to advance behind us, I guess, huh?
707478	710900	And not only that, we'll be able to cover them if they try to come behind you.
712680	716762	So, I assume, Merrick, that you need to get to the barracks.
717763	718583	I wouldn't take leave.
721105	724427	Aristotle's, or, what's your real name?
724727	725588	What do you go by?
726328	728810	It's getting really annoying.
730831	733753	Yeah, I know Jude and I know Carmer that are there.
734873	735454	I'm Gouge.
737135	737455	Okay.
737755	742017	So my cover's blown for whatever it is, but don't refer to me as that.
743218	744259	Yes, got it.
745940	747361	Alright, so... At this point in time.
748561	749502	Okay, so I'm gonna...
751133	756976	As soon as we can with Nightfall, I'm gonna take lead with Aristotle's closely behind me.
757236	758917	Well, you can call me Gouge amongst yourselves here.
759157	759377	Yeah.
760218	765240	So, we need to get, uh, what was your name?
765821	766441	Tyrus.
766561	777527	Tyrus and Folsom, you're gonna come with us after we give you the okay, a signal saying that it's okay to clear this certain amount of area.
778663	780844	Does it lead the sergeant to be able to hold this?
780864	782045	Does the sergeant want to go with us?
782105	785527	I think the sergeant needs to hold it.
785807	787468	They need some sort of...
787528	793412	If you can sneak through the darkness of night, we'll cover you and make sure the hobgoblins don't come from behind.
793732	793972	Done.
794492	796493	Hopefully the path will be clear enough.
796994	799655	However, stay off the beaches and stay off the quays.
800256	803818	Because the hogging are out there and they are very active at night.
804924	807585	Be careful when you cross the bridge.
807645	809706	None of us have night vision.
810626	813607	I don't know if it works, it depends on the moonlight anyway.
814067	815027	What about them, do they?
815928	816588	Those creatures?
817408	818408	Oh yeah.
821389	829352	We need to take at least two archers, two marines to escort.
831128	831928	Need a couple bodies.
832249	832429	Yeah.
833309	835010	Just in case shit hits the fan.
836131	837612	I can give up five men.
838112	841414	The ones that are not wounded, the wounded will stay here with me and heal.
841434	841834	Okay.
841854	842074	Okay.
842395	846557	We're going to take two archers.
846577	847598	Sergeant, no signaling.
847638	848538	Two crossbow men.
848978	849499	Three Marines.
849779	850860	He'll be your signal man.
851120	851300	Yep.
851420	852240	I know how to signal.
852260	853241	We can communicate.
853561	855823	And you take two shield men with you as well.
856483	857804	Two archers, two shield men?
857864	858124	Yes.
858444	858644	Okay.
859084	859665	Take four guys.
862202	863463	So your party will be eight.
863503	867005	That should be enough for you to make it there safely if you're going in stealth.
867425	867645	Yes.
868626	872788	So we're taking one eye, who obviously is not an archer because he does not have the depth.
872848	873028	No.
873668	874549	But he is good.
874569	875169	He is strong.
875369	876150	Yes, yes.
876170	877570	Definitely taking one eye.
877630	878951	Okay, so we're taking one eye.
878991	879171	Yeah.
879431	880872	Okay.
881593	881933	All right.
882692	884973	One thumb is too wounded for you.
885053	886374	I think he died.
886394	886954	He did die.
887034	887674	One thumb died.
888234	890535	So he has too wounded.
890555	893817	We want one eye on the swordsman.
894477	897318	That's going to leave a total of...
897538	898199	There was eight.
899239	900360	There's 22 men here.
900440	905324	Right, but eight of them are archers and the rest are... No, we're taking two of the archers.
905364	906926	Right, so there was ten.
907146	907906	Oh, there was ten.
907946	908547	None of them died.
908807	909768	None of the archers died.
910268	910488	Okay.
910528	911429	And then that's gonna leave...
911529	914372	So you are two of the archers, so it's gonna leave six archers.
914452	915753	Oh, six archers there, pardon me.
916253	917054	Six archers there.
917354	918255	South Tower...
918955	919356	Thank you.
919436	920417	Six archers.
920457	922258	I thought I was scouting.
922518	923019	You didn't count.
923039	924340	But these two were considered archers.
924360	924680	Oh, okay.
924720	925401	We had 19...
929526	930987	Because I counted as one of the...
931367	932827	I counted as one, he counted as one.
932867	937730	And you're taking two of those guys and three of them died, so there will be fifteen men left.
937910	940711	The captain and six archers.
940791	942452	Right.
942852	944513	Fifteen swordsmen?
944853	946053	Fifteen swordsmen left.
946433	950215	Six archers and the sergeant.
950335	950935	One serge.
950995	951676	Who can signal?
952416	954737	The sergeant can signal.
955397	956718	We should also tell the sergeant...
958247	959768	That if any other ships come by...
961810	962690	He's going to wave them off.
962751	964452	He's going to have to wave them off.
965393	967434	Unless they're reinforcements.
969115	974199	If another ship comes up, he's basically going to wave them off and say this is a full-scale attack.
974219	975600	Yeah, there's too many sahaugin.
975921	978863	If they hit here, they should be overrun like those were.
978883	979724	We got lucky.
979744	985128	And with all the amount of sharks that I saw in the water pulling up, I'm assuming those are sahaugin that were in the water.
985448	989971	Sahaugin communicate with sharks telepathically, and they are their slaves.
990571	993993	So they get swarms of sharks to attack.
994013	998136	The waters around here are not even safe for the biggest of boats to come near us.
998156	999777	They're going to get swarmed and overran.
1000037	1003039	You need to just throw them off as fast as you can.
1003099	1004940	Now what are you good on time frame with your phone call?
1004960	1007382	Are we going to proceed on the next thing, or are you calling it?
1007582	1011854	I think what we do is we do loot and we do experience points.
1012435	1018271	We roll up hit points for people that have gone up a level and then we call it a knife.
1018833	1019855	Does that sound okay?
1019875	1021941	I could be here for the next two years.
