start	end	text
383501	385763	This is...
385803	387885	Your royalty, so... Yeah, I do.
389127	391849	Yeah, so you need to be doing most of the talking, so we're just talking.
392149	394410	You're going to be talking about what you're going to be talking about.
394430	396451	All right, I'll go talk to the captain, bro.
396932	398653	Okay.
398673	407338	Okay, so perhaps asking him about assaulting the keep, but after like as more of a distraction.
408385	409285	I mean, it would still be amazing.
409305	410066	Should we go over?
410806	414608	Well, okay, so what I was saying is that Gouge is going to want to infiltrate.
414708	415668	That's his style.
416248	422851	He's not going to want to climb a ladder with flaming arrows being shot at his ass.
422911	431175	He's going to want to go kill a poster and gate guard or have me blow a hole through something and then we'll go in.
431995	432415	Whatever.
432715	433596	Or scale a wall.
433636	434556	He's gonna scale a wall.
435536	442659	So that would probably be me, you, him, and whoever he's calling henchmen these days.
442819	444759	You know, his crew.
445780	455263	But if we can get the captain, if we go all in on this, certainly while we're doing whatever we need to be doing, that could either be rescuing Leonard Fairwind,
456285	458026	Or finishing Loric Fairwind.
458327	459727	Do you understand what I mean?
460068	461148	Yeah, I understand your name.
461168	461289	Okay.
462009	465071	So, we'd still need to take this island.
466852	467433	You know, the keep.
467693	467873	Yeah.
468674	473297	So, I don't know, do you feel like going all in is a thing, or do you feel like hunkering down?
473860	476964	I don't know what the food situation is or the fresh water situation.
476984	479827	I'm pretty sure the captain said we had like plenty of food.
480328	480828	I think he did.
480848	481930	Yeah, for weeks.
482110	483291	And water too, I assume.
483472	483852	Yeah.
483952	493724	I mean, worst case scenario, then if we all just die or we all just get completely repelled, then we just post back up here in the barracks and held out for a week if we can.
494498	495820	But yeah, I say we go all the way.
495840	498142	Well, we have no direct way unless ships come.
498162	499564	Now I'm pretty sure Lord Jamis...
499584	500485	They're gonna say like...
500705	504329	They're probably gonna send another ship in like at least two or three days.
504489	507332	They'll probably send the ship within two days minimum.
507352	508373	That's the earliest I can think.
508493	509694	That's what I would imagine.
509714	510375	Something like that.
510555	511656	Two, three at the outside.
512657	518241	But, with the sahaugin being involved... That makes it a bit more scary.
518341	524645	Yeah, and I don't know that Gouge's crew of the 30 guys can hold out if the sahaugin decide to solve that.
524665	528448	They may not like it, but it just depends.
528468	530689	I don't know how many hobgoblins there are in this island.
531530	533151	We should ask the captain.
533271	535052	Yeah, let's talk to the captain.
535933	538795	Okay, so, the office that you're in...
539827	543151	You ask for the captain to be summoned, and he comes.
