start	end	text
305540	308382	Yeah, so your perception, what that means is... Four?
308402	312706	I need, we need, I need that, the pencil.
312946	314067	Oh, the pencil, okay.
314107	319152	What that means is, this is here, and this was not marked, so that needs to be marked.
320413	321414	Sorry, it's a plus four.
321614	327419	So it's plus two, because of your wisdom, plus four more, so that's plus six.
329002	332524	So the expertise just allows you to double that.
332984	333424	Correct.
333625	336786	But I mean, that becomes really serious as you go up levels.
336806	337067	Yeah.
337087	338787	Absolutely.
338948	339208	Four.
339288	339568	Ten.
339828	340088	Ten.
340328	340929	Okay.
340949	341329	You rolled.
341369	342129	Ten's still not bad.
342650	343330	Breaks even.
344391	345471	And we're talking perception?
346192	346452	Yes.
347272	348173	I have plus three.
348433	349293	Same.
350714	351254	Four.
352135	353095	Even worse than yours.
353596	354616	No, I got a four.
354916	355197	I know.
355257	356097	Hey, Kate.
356257	356697	How are you?
356817	357058	Good.
357238	357678	Hey, Mom.
358803	359744	How you doing?
359804	360244	I'm good.
361185	364446	Okay, so you guys are marching forward, right?
366668	366888	Yeah.
367648	373411	Let me know if I see a barricade, doors that are closed, like if there's like at the top of the stair.
376693	378995	Because they don't want to walk like, you know, right into
380349	382690	Let's walk down this hallway with all these doors left.
382710	386673	Well, what might obviously be like, you know, murder holes.
386893	395177	Which I assume that there's gonna be some part of that anyways with arrow slips from the tower, even if I don't see dudes on the very top top.
395197	396878	Murder holes.
396898	397098	Okay.
398619	402781	Crossbow bolts, fire out from the hard points that you're at.
403222	403522	Okay.
403802	405303	And you're the roll.
410625	411346	All crap.
411626	419372	Actually, the men in the front, even though the bolts are shooting at them, take no damage.
419753	428700	They have their shields out, and luckily the arrows stick in the shields or are deflected by their scale nail, luckily.
429681	430622	You hear a shout.
433279	433439	From?
434019	435160	From, in front of you.
435200	436300	Okay.
436320	442522	And all of a sudden, men start to appear on the hardpoints up there.
442902	449545	And also, what looks to be like a unit begins to march down towards the stairs.
450665	451466	A unit of men.
452066	452586	Rolling it.
453226	453886	And here we go.
454006	455227	Hang on a second, let me do something.
459689	460650	That's not good.
461130	461410	Two.
461710	462231	You rolled a two.
462251	464072	With a plus four, so... One.
464372	464512	One.
464592	464913	Wow.
464933	465873	Dad, you're horrible.
465953	466314	That's true.
466354	467114	You're worse than me.
467134	468135	I've been following you.
468215	469816	You rolled a four, I rolled a four.
469856	471217	You rolled a two, I rolled a one.
471237	472818	You've done worse than me at every turn.
472838	474119	Just next time, let me roll first.
474439	477701	I got a four.
477721	478702	Do you want me to get some blank paper?
478722	479363	I got six.
480724	481564	Do you have any tape?
482044	482285	Yes.
502993	503493	Is that good?
503914	504454	Yeah, that's good.
504514	506856	But then also we should probably put, well, I don't know.
507436	508577	I think that's fine actually.
510539	512000	So we're right here?
512240	512480	No.
514362	514962	You're right here.
516183	517524	So this is the sergeant.
519025	519185	Okay.
523889	525130	Marine, Marine.
536664	538825	Nine, and then these guys are the archers.
550793	551333	Here's Paul.
552834	553374	Here's Jude.
554615	558858	Okay, so initiative.
561619	562340	Paul gets one.
563665	564466	No, you got two.
564606	566307	I got two.
566347	567228	Plus whatever your dex is.
567308	568409	I have six.
568669	571111	Six now, because you have a plus four, so that's six.
571211	571732	No, six.
571972	575094	And I have four, five.
575895	577656	Okay, roll for the sergeant.
582701	583681	Four, six.
583982	585163	Maybe you should get your metal dice.
585743	586884	Maybe I should get my metal dice.
586964	588545	Put those dice in dice jail.
588725	590367	Okay, I'll roll for your enemies.
590987	591768	I don't want to see...
593519	597601	I don't want to say it's going to be anything better than what we got.
598301	600082	That's okay, we're saving ours for hit points.
600382	604863	We didn't lose any men on the first ambush, so... You know we didn't.
606344	606644	All right.
607784	610325	Now you're saying that there's a unit of men coming down?
610345	610986	A unit of guys.
611566	616888	Actually, basically they come into view at the top of the stairs, right?
621718	627703	Are they obviously still in motion as you list them, or are they stopping to hold the top of the stairs?
630586	633969	So, they stop there.
634269	635930	Okay, and is each hex five feet?
636611	637632	Each hex is five feet.
638272	645979	They stop there, hold that area, and those guys are at this point doing what's called a dodge.
647258	651279	Which means that all attacks on them are going to be a disadvantage.
651559	651879	Okay?
656560	657500	What's the H been for?
658280	659000	You'll find out.
659460	669522	That's the start of the job.
679023	681365	I'm not a Siege Master, bro.
683206	686428	You're the highest ranking dweeb in the group.
687349	687609	All right.
687729	688610	All right, Jude.
688910	690631	One, two, three, four, five, six.
691572	697716	A one means that Paul gets hit or attacked.
698377	701219	A two means that Jude gets hit or attacked.
701459	702540	On any of the sixes?
702780	703060	Yes.
703160	703420	Okay.
703540	707503	And there are going to be ten bolts that come down on you guys.
707663	708284	Oh, that's nice.
710691	713834	Actually, there are going to be six that come from this way.
714894	717516	One is you, A, two is Jude.
718257	718637	Okay?
722060	722180	One.
722620	724402	So it will be two on Jude and one on you.
725643	727704	What's your AC?
728064	728425	16.
730066	730426	Five.
731167	732408	The arrow goes over your head.
732888	733889	Jude, here's two on you.
733929	734429	What's your AC?
737780	740721	AC is going to be no armor plus 4.
740781	741801	It's 14.
742021	742921	Let's put that down.
746322	748802	And you let me know if I'm going to get hit because I'll probably shield.
748902	749483	Here are the two.
751563	752323	That would be a hit.
752943	754704	So I'll go ahead and shield that one.
754904	756724	Okay, so you use your ring.
757164	757924	Go ahead and mark.
758384	759965	Just ring one thing.
766405	772007	So, crossword in from here and here and actually underneath, inside, wherever the side there.
772087	774088	Six guys shoot in your direction.
774648	781091	There's gonna be two, three, two on the sergeant and one on that guy.
781311	782431	So here's on the sergeant.
785112	786393	Thirteen is a hit.
788934	790414	This ain't healthy, Sarge.
791775	792175	He takes six.
813759	814800	Seven points of damage.
815581	816322	Does it drop him?
816762	816922	No.
817323	817563	Okay.
817923	819645	If it did, then he's a weak Marine.
819785	821267	Well, dude, just be ready.
821287	824611	A lot of guys are gonna be, like, twenty hit points is a lot of hit points.
824751	825331	On that guy.
827033	828475	Fourteen, that is a hit.
829536	830577	And that does...
830757	831458	Even with a shield?
832677	833817	Because he's a shield guy?
833977	834097	14.
834377	835278	Scale with shield?
835538	837518	That's plus 3 for the guy.
837918	839359	So that's 17 total.
839379	841059	Let me look at that.
841619	842519	Yeah, that's a hit.
843099	846740	And he takes 8, 9 points of damage.
846820	847600	Does he drop?
847981	848261	No.
848461	849761	Okay.
849781	850801	We'll call him a 1.
850881	851121	34.
858963	859283	5, 6.
865685	867446	Two on each of these three guys.
867806	869646	Actually, one, two, three.
869666	871487	I'm gonna do two on each of those guys.
873067	873767	Clear the rolls.
876388	877328	That's the first guy.
877348	879309	That's the second guy.
879329	880609	That's the third guy.
881349	886290	So, bolts fire out, and all of those guys basically take it on their shields.
886590	886950	Okay.
887090	888231	Badass.
890871	892492	The initiative is such...
897627	899909	Don't Sarge and group go before us?
900149	902532	Paul has the ability to go first.
904453	905374	What do you want to do?
908116	908517	Damn.
908717	910198	Okay.
910839	916824	Now remember, you can move 30 feet and then do whatever else you want.
916844	917784	How much is each of these?
917965	918365	Five.
918645	919106	Five.
919186	920106	So you can move six.
920467	921768	Five, 10, 15, 20.
922969	924090	Ah, that doesn't get me close enough.
927260	928921	There's nowhere for me to go and hide.
930281	933083	Well, I mean, you can dash, right?
933243	934023	You can do double.
934783	938605	With an action, go to there, and then these guys probably couldn't see you.
938625	940146	These guys would not be able to see you.
940846	941927	These guys would be able to see you.
941987	945028	You wouldn't be able to hide, but they could fire down on you.
945408	948630	However, you get to a place which you somewhat cover from these other people.
949670	951251	And then you have bonus action.
952243	958846	You know what you could do is you could bonus action dash and then dodge or attack.
960607	962328	He can bonus action?
962448	968431	He's got what's called cunning action where he can use a bonus action to either hide, dodge, or disengage.
970232	972974	Oh, so then he couldn't attack if he does his bonus action?
972994	979257	He uses his bonus action to dash and then he has his attack to be able to attack still.
979417	981018	Or he could dodge, right?
983709	994756	I only got 22 hit points.
996057	1000300	So that means I could probably take three arrows if I'm lucky.
1007470	1012556	The question is if I'm safer behind the Marines or if I'm safer out of the line of fire.
1012596	1014718	Safer is not the question you should be saying.
1014758	1016059	It's just what do you want to do.
1016119	1017080	I know, but okay.
1018281	1018761	I'm weak.
1019882	1021143	No, no, don't look at it like that.
1021283	1025365	How does Paul want to respond?
1025485	1032509	It would not be strange if Paul actually tried to get behind the sergeant and basically say, you know, make a shield wall or something like that.
1032549	1033009	Yeah, right.
1033069	1033869	That's what I'm thinking.
1033889	1035290	I'm not saying you should charge.
1035390	1036871	I'm just saying... No, I don't think I want to.
1036971	1039072	Don't make a decision based off of weak or not.
1039112	1042614	Make a decision off of Paul, smart move, not so smart move.
1042774	1043735	That's what I'm trying to think.
1043815	1047677	And I don't know how smart of a move it is to run forward.
1050447	1058830	I'm going to move myself behind a marine and I'm going to say shield wall.
1058970	1061992	I mean, do you want to like go back up one two to here?
1062272	1063772	Because you can still shoot your crossbow.
1063792	1064392	Yeah, yeah.
1064593	1066593	And then I want to shoot my crossbow.
1066613	1070295	And actually, if you want to, you can go under the dock.
1070415	1071195	Under the dock.
1071395	1072796	And hide in the sand.
1072836	1075877	Go prone in the sand if you want to do that.
1077165	1078345	Yeah, let me move right there.
1078685	1080346	Are you going prone in the sand?
1081046	1083147	I'm going to go prone and I'm going to shoot my crossbow.
1083167	1086968	Okay, so you run to here and go under the dog, right?
1087088	1087388	Yeah.
1087888	1092870	Now, do you want to do your bonus action stealth and hide?
1094611	1095511	I want to shoot my crossbow.
1096051	1096331	Okay.
1097752	1098912	You know, you can do both.
1100020	1100300	I can.
1100640	1106283	You have the bonus action where you can stealth, so you run underneath the dog and like go stealth.
1106383	1107163	Then yeah, let's do that.
1107183	1113726	Because then you can, can he, with a crossbow, can he try to, I don't know, backstab or assassinate or whatever?
1113746	1114786	Well, if he has a...
1117982	1121923	If the enemy can't see him, he's got advantage on the attack.
1122103	1124623	Right, then it's attacking from hidden.
1125263	1127864	So you run into the dock and hide there.
1128504	1128864	Okay?
1129524	1132825	And then roll your stealth to see how high it is.
1132965	1134825	Do you yell shield ball or no?
1135685	1135985	I do.
1137825	1139366	I'm hoping the sergeant will just take that.
1139426	1143526	I'm hoping he's just not a brain dead sergeant that listens to everything on.
1143606	1144827	I know, we have prepped a lot.
1144887	1146707	And the sergeant didn't go down, but he did get hit.
1152221	1153102	Stealth is what?
1153542	1154083	Dexterity?
1154823	1158186	Stealth is stealth, down there.
1158626	1160648	Yeah, dexterity, so it's plus six.
1162509	1165371	So 12, 18 total.
1165391	1167053	So Paul gets an 18.
1167873	1173958	So if somebody does not have a passive perception of 18, they can't see you.
1176871	1178572	If they do, they can see you.
1178912	1183955	If they try to look for you, they can roll their perception above an 18 and see you.
1184255	1192819	But effectively right now, you hide underneath the dock like that, and you have your crossbow out, and you can fire if you wish.
1192999	1193280	I will.
1193500	1197562	If you fire, whether you hit or miss, they know you're in that location.
1198337	1203440	Okay, so they'll be able to fire on you, but if they can't see you, they get disadvantage in their attack rolls.
1204081	1205221	Yeah, I'm gonna shoot him a crossbow.
1205522	1205862	At who?
1206062	1208844	Does he get advantage firing from cover?
1208884	1209044	Yes.
1209244	1209644	Okay.
1209744	1212466	If he cannot be seen, he gets advantage on attacking enemies.
1212486	1213547	One of the guys up here he goes.
1213867	1217829	Okay, so these guys have a plus two on their AC because they are...
1217849	1218530	Behind battlements.
1218550	1219290	Behind battlements.
1219310	1219850	Partial cover.
1220311	1221151	Yeah, halfway cover.
1221371	1221572	Yeah.
1221612	1223453	So you basically take up your...
1225128	1226910	Mike Crossbow, and you fire at which one?
1226930	1227311	This one?
1227671	1227972	That one?
1227992	1228692	Yeah, sure.
1228712	1229473	The closest one.
1229614	1233399	But if he has advantage, that's a 2d20, you pick the highest.
1233479	1234981	He rolls 2d20 and he takes the highest.
1235161	1235461	Yes.
1236342	1236583	Ready?
1237344	1237624	Yeah.
1239146	1242710	An eight and a... That was...hold on.
1244923	1246284	An eight and a one.
1246524	1254930	So an eight plus your bonus with a white crossbow, which is plus six, is a fourteen.
1254950	1256031	Might.
1256351	1257852	Depends.
1260294	1261474	That actually is a hit.
1262735	1263115	Okay.
1263556	1265277	And let me see something.
1265297	1268319	Yeah, I'm gonna check
1277532	1279013	I released my fey toad.
1279994	1281155	No.
1281175	1282356	You're a toad?
1282897	1284058	I have a toad.
1284198	1284938	Why do you have a toad?
1285519	1289602	Back in the old school days, you didn't get to choose what it was that your familiar was.
1289622	1290163	Really?
1290283	1290643	Yeah.
1290843	1292565	And he had me roll and it was a toad.
1292805	1293806	What were the other options?
1294967	1296168	Anything that was better?
1296208	1298510	I mean, I think there might have been a couple things that were worse.
1299595	1300155	But not much.
1300175	1301796	You got me the worst thing.
1302276	1306457	Well, it was just, it's not fast, it doesn't fly, it can't really fight.
1306877	1307977	He knows.
1308017	1311258	Okay, so if you want to... Would you name it?
1312178	1313439	I don't even know that I named it.
1313459	1314479	You should name it.
1314759	1323541	If you want to, you can use your sneak attack for this round to do an extra two die six in damage because you had advantage on this roll.
1324162	1324722	May as well.
1325122	1329063	Okay, so you get to roll a one die eight plus two die six.
1330562	1330842	Okay.
1331102	1332403	So 1 die 8 and 2 die 6.
1332503	1334504	You can run and roll them all together.
1335845	1345510	So that does 12 points of damage plus your 4, which is a total of 16.
1345790	1346030	Nice.
1346450	1346650	Right?
1347351	1355775	So you hit this guy, who I'm going to designate as A1, and he goes down.
1356635	1357296	In the face.
1358922	1359342	That's awesome.
1359723	1361204	Okay.
1362745	1363346	The other dudes.
1370011	1374054	Do they get any extra benefit in armor if they get the shield wall up?
1375356	1377157	I think it had better AC.
1377357	1378497	That's what I meant, yeah.
1378517	1381058	I mean, is it better than them individually?
1381278	1384720	So basically, a shield wall means you're dodging.
1384940	1385220	Okay.
1385600	1385840	Right?
1385880	1386240	Gotcha.
1386460	1386760	You know?
1386960	1387261	Okay.
1387801	1388841	So he's there.
1390042	1391082	This guy moves to here.
1394903	1395904	This guy moves to here.
1400025	1401066	This guy moves to here.
1402761	1405563	Glad we didn't just post up all 250 Marines.
1405663	1408845	Oh, well, no, we're gonna need the rest.
1409185	1414969	What I'm glad is we actually have Mofo Gouge on the... Gouge is dead.
1415809	1416550	No, he's not dead.
1416710	1418971	No, I don't know who Gouge is.
1419231	1419852	I know you don't.
1420112	1420572	I know you don't.
1420612	1422093	I'm just saying.
1422133	1424475	To you as my son... Is he some crazy nutjob?
1424515	1426516	He is a total crazy nutjob.
1427396	1429738	And apparently he has some crazy nutjob henchmen.
1432662	1436508	You guys go, like, way back, like, to the dawn of this... Oh, no, it's Garrett.
1436628	1437109	It's Garrett.
1437629	1438951	Oh, who I went to high school with?
1439492	1440574	So he used to play with us?
1441515	1442236	How's he Marine?
1444960	1445581	That's okay.
1446061	1446883	You don't know Couch.
1457990	1459191	Are the A's crossbowmen?
1459591	1459851	Yes.
1460131	1460411	Okay.
1460871	1464253	So they fall into well-practiced hardcore.
1464613	1464813	Yeah.
1465433	1467054	Basically, these guys are dodging.
1467394	1467594	Yeah.
1467935	1469115	And they're the front line.
1469135	1470416	And the crossbowmen are going to shoot.
1470536	1472196	One, two, three, four, five, six.
1472937	1475098	These three crossbowmen fire over here.
1476983	1477964	Who wants to do the roll?
1478044	1479284	And we have 10 and 10, right?
1479364	1483046	10 in scale, 10 in... 10 in scale, 10 in studded leather.
1483546	1487928	You roll for these three guys, and they're gonna fire two on that guy, one on that guy.
1488788	1489749	So, do the first one.
1489769	1490489	Let me see the range.
1490509	1494471	1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15.
1501343	1507067	15, that is 90 feet, and a light crossbow has a range of 80 and 320.
1512912	1513893	I do not know.
1514193	1515693	Oh wait, these guys have heavy crossbows.
1515953	1517914	Okay, so they are in short range.
1518134	1518895	And they're ready.
1518915	1520095	They are in short range.
1520335	1521976	Give me five jewels, they're ready.
1522336	1534621	So this guy has an AC of 16, and you have to roll a, with these guys, these guys have a plus, I believe they have a plus three.
1535401	1536582	So 13 or higher.
1537422	1537842	Exactly.
1538483	1539383	So two on this guy.
1540873	1543194	Do you want me to roll all three?
1543254	1544214	No, just two.
1544554	1545774	Roll the first two on this guy.
1548875	1550235	Seventeen, hit.
1550935	1551495	Both hit.
1551696	1555837	So they do one die ten plus one.
1556717	1560538	So roll two die ten and add one to each one.
1562338	1562738	Wait, what?
1563298	1566139	You get these two, that's the damage, and then plus two.
1568917	1570778	11, 13.
1571399	1573961	And this guy will be B1.
1576542	1578264	And that's 13 points of damage.
1578284	1579044	I can barely see.
1579925	1580385	Yeah, I know.
1580425	1580925	It's horrible.
1581606	1587090	If we were on the... That's 13.
1587110	1588311	Okay, do the attack on that guy.
1589191	1589551	Two.
1589972	1590232	Again?
1590472	1591153	No, just one.
1591333	1591733	Okay.
1594367	1595548	Five, miss.
1596449	1602175	Jude, you go ahead and do these three firing up at... That guy's gone.
1602195	1604257	Am I going to just... Oh, okay, so...
1604657	1606098	Probably at that guy.
1606319	1608321	One at that guy and two at that guy.
1609181	1609802	Miss, miss.
1610022	1612264	And then one last one, four, miss.
1612324	1612625	Dude!
1613085	1614166	Dude!
1614266	1615948	Ones and fours for you, bro.
1618457	1621359	Okay, so volley exchanged.
1621459	1624881	The guys basically get into position.
1625981	1626521	Me?
1627082	1627302	You.
1627702	1629743	Okay, I am 65 feet away.
1629843	1634546	I'm going to do wall of fire, which is 20 feet deep, and it's only 65 feet to this.
1635066	1641430	I am straight up going to engulf these guys to roughly about right here to about right here in a wall of fire.
1641570	1642570	That's 20 feet deep.
1642630	1645492	Okay, do you want to move at all, or are you going to stay where you are?
1645852	1646392	Where am I at?
1646752	1647132	Right here.
1647692	1648313	I won't move.
1648453	1648773	Okay.
1648873	1649673	Unless I have to.
1649953	1655074	So, Jude basically says, Wall of Flames, and it's how far?
1655494	1656174	60 feet?
1656234	1658135	So it's, wait, let me see the book.
1658695	1659235	Just double check.
1659255	1665856	I think I have 20, I think I have 120 feet, I believe, for Wall of Fire, and it's only about 65.
1665936	1668617	So 5, 10, 15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, and it's 20 feet deep.
1668637	1668737	Yep.
1675944	1677044	Well, it affects 20 feet deep.
1677064	1677985	Yes, it affects 20 feet deep.
1678025	1687949	But the length is like what, 60 feet deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep deep
1703235	1706577	Or a ring up to 20 feet in diameter.
1706697	1708538	Okay, so maybe I don't want to do a wall.
1708578	1713221	Maybe I want to... You could still do a wall of fire and totally just... Well, if you want to put it around... 20 feet high.
1713601	1714182	Yeah.
1714262	1717383	This is one, two, three, four.
1717483	1719725	You could totally engulf them like that.
1719845	1721206	Yeah, I totally would.
1721306	1723307	But read what the damage does.
1723845	1724986	Okay.
1725166	1729529	When the wall appears, each creature within its area must make a dexterity saving throw.
1729589	1735413	On a failed save, the creature takes 5d8 fire damage, or half as much on a successful save.
1736434	1744439	One side of the wall selected by you when you cast, the spell deals 5d8 fire damage to each creature that ends
1745400	1748462	It's turned within ten feet, and each one of those is five.
1749082	1756305	Up that side, a creature takes the same damage when it enters, and the duration is up to one minute.
1756425	1760487	So yeah, so I can totally basically just flame the shit out of that.
1760567	1761648	Napalm strike, dude.
1762088	1764869	I mean, if you want to encircle them, you can do that.
1764989	1766230	Yeah, I want to burn them all.
1766410	1768191	Or do you want to make it just a straight line?
1768731	1770072	No, I want to burn them all.
1771095	1771316	Okay.
1771957	1775025	So if I have to like loop it back in like a tight circle?
1775045	1777190	Well, you can do it where it's tighter.
1777869	1780431	I mean, it doesn't have to be 20 feet in diameter.
1780691	1781812	Is each one of these one dude?
1782313	1782513	Yeah.
1782713	1786296	So it's one, two, three, four, five, six, seven, seven guys?
1787417	1788738	One, two, three, four, five.
1789198	1790059	It's more like eight.
1790119	1790299	Eight.
1790579	1790819	Okay.
1791039	1791220	Yeah.
1791340	1792421	I want to take care of all eight.
1792521	1792801	Okay.
1792821	1797485	So basically you want to do a fire loop inside them like that.
1797685	1798826	Yeah.
1798846	1800887	And if they're within how far?
1800907	1801308	15 feet?
1804230	1811119	When the wall appears, each creature within its area must make a dexterity saver throw on a failed save on one side of the wall.
1813542	1814203	Let me read that.
1814624	1815325	Yeah, sorry.
1876740	1885367	Okay, what have we figured out?
1885547	1886628	Okay, so this is the deal.
1888349	1893774	When you cast the spell, the area of effect has to be the one foot thickness, right?
1893814	1894174	Right.
1894875	1902722	Next turn, if a creature ends its turn within ten feet of the side of the wall that's burning, they take five die eight.
1903563	1908367	Okay, so can I put it in such that I get this guy, this guy, this guy, this guy, this guy?
1908407	1910870	Yeah, basically you just make it a straight wall like that.
1910930	1911070	Okay.
1911250	1914553	And the first 1, 2, 3, 4, 5 will be affected.
1914733	1914993	Okay.
1915153	1919077	And then if anybody's next turn is within 10 feet of that, they will get burned.
1919097	1921119	Like if they don't flee immediately.
1921139	1921499	Exactly.
1921539	1921679	Okay.
1921799	1924382	And you want to make it just a straight wall 60 feet?
1925503	1925663	Uh...
1927090	1928934	Yeah, because I don't want them to be able to flank.
1929294	1932520	So, one, two, three, four, five, six.
1933222	1935646	One, two, three, four, five, six.
1935786	1936868	Basically from here...
1938333	1941375	To here is where you're going to put the wall, right?
1941415	1941635	Right.
1941956	1942556	Okay.
1942576	1947059	So you cast the spell, and it does five die, eight?
1947380	1950482	Yeah, and they have to... Oh, do you have eight-sided, Jay?
1950942	1951423	Oh, I do.
1951483	1953965	And I'll take any eights that you've got.
1954105	1955286	And here are their saving throws.
1955306	1956366	What's your save DC?
1957347	1958688	Uh, yeah, two of them.
1958808	1959249	Is it a 16?
1959889	1960590	Oh, wait, here's three.
1963592	1964953	Shoot, where is my save DC?
1967251	1970733	I know you wrote it down, and I do believe it is 16.
1973915	1976157	And is the save a con check?
1978698	1979859	No, it's a dex check, I believe.
1979879	1980840	Dex check.
1981520	1981800	Okay.
1983541	1985943	And this is your DC for the save.
1989063	1989503	16.
1989664	1990004	Okay.
1990404	1993406	They get a plus one, and there are five guys in this.
1993467	1994447	So they get a plus one.
1995008	1997550	If they roll a 15, they make their save.
1997950	1998911	And they take half.
1999111	2000092	And they take half.
2001033	2003755	So one guy, two guys.
2003795	2004956	Two guys make their saves.
2005416	2005716	Okay.
2006036	2007257	And we're going to do it like this.
2008038	2011281	So we're going to say these two guys on the edge make their saves.
2012241	2013362	So roll damage.
2013422	2014363	And I have, it's 5d8?
2014523	2014723	Yeah.
2018973	2023874	Okay, so that guy takes, and actually, since this is so many, this is the damage for everybody.
2024314	2024534	Right.
2024674	2027555	Okay, so let's do, that's 10, 17, 25.
2028015	2029055	25.
2029655	2032536	So those guys take 12, and those guys take 25.
2032576	2032896	Okay.
2033596	2035156	So these three guys die.
2037917	2039157	Burned up.
2039417	2047919	And these guys, and we'll make this C1 and D1, have 12 off them.
2057376	2058237	I hope you saw that.
2059698	2061819	Actually, I think everybody saw it.
2061919	2076650	And in fact, the disadvantage of doing that, however we did kind of get ambushed, and I'm trying to put a lot out, the disadvantage of doing that early is that if they have a mage... Now we're for sure, they've got to be in the lead.
2076890	2082475	Well, now everybody knows I'm with the group.
2083255	2084216	That was my move.
2084396	2085457	And you don't want to move at all.
2088157	2092140	Oh yeah, if I could.
2092260	2093361	Are these guys limited?
2093861	2095142	Can I move through their squares?
2095542	2096903	Yeah, absolutely.
2097223	2099345	But you can't end your movement in one of their squares.
2099873	2102854	So what I'm gonna do is I'm gonna move over to here.
2103434	2104735	So just five, ten feet away.
