start	end	text
196420	204828	And he's looking concerned as Lord Jamis and Prince Jeon have a
206610	210951	What I would call a very tense pregnant moment as you come in.
211371	211691	Okay.
212211	216952	John looks up as you walk into the room and he says, Ah!
219212	220452	Paul, you've joined us.
220972	222033	Please have a seat.
224953	226553	This is Lord Jamis, as you know.
230294	232374	And this is one of his agents.
233755	234995	I believe your name is...
237464	238406	Jude, yes.
239708	250107	He's a wizard, one in the employ of Lord Jamis, and reportedly very knowledgeable in arcane matters.
250985	251926	Okay, no.
251966	255088	To the DM, is this the guy whose wife is Sue?
256870	257650	Lord Jamis.
258411	259132	I know Lord Jamis.
259172	260613	I mean, but Prince Jeanne.
260773	261734	Is Prince Jeanne married?
262074	264096	Prince Jeanne is not married to a Sue woman.
264236	266257	Lord Jamis is married to a Sue woman.
266277	266858	Okay, that's right.
266898	267238	Okay.
268299	271582	And Lord Jamis has been kind of a patron for you in the past.
272242	274924	In a way, it's kind of a weird relationship because
277427	279188	He's kind of a on-again, off-again guy.
279208	285070	A lot of threats, a little love.
285670	294594	Basically, he doesn't use your gouge in a way that is promotable.
295274	300676	It's like gouge has kind of gotten the end with him, but Jeon uses gouge as a quiet knife man.
301818	309046	And in a way, Jamis has kind of used you as that.
309807	317416	But of late, I think that you're realizing that he's starting to realize you have more capability than that.
318056	318797	You're actually
319997	325960	More powerful and possibly could eclipse the value of gouge moving forward.
327721	329382	You know, there aren't that many wizards.
329882	333884	There are a lot of drunken sailors that do knife work on the docks.
334985	340427	Gouge is a good one, but...
340467	341928	He doesn't speak ancient Seul.
342128	343569	He doesn't speak ancient Seul.
343669	344349	Or Flaness.
344830	345990	Or Flaness, exactly.
348972	349312	Anyway.
351033	353255	So, you walk in, Paul.
355177	360462	And Paul is introduced as the nephew of Prince Jeon?
362004	365347	No, he doesn't say one way or the other what the deal is.
365647	365907	Okay.
366508	366768	Yet.
367349	367589	Okay.
368210	371373	So I just look at him, the new guy, and nod.
375023	375863	You're wearing a mask?
375923	377044	Can you describe yourself to me?
377384	380925	Yeah, no, so I'm wearing this dark cloak.
381025	387328	I have studded leather on and I have this... Do you have a 20 sunny down?
388208	388428	Yes.
389789	390149	Roll it.
393690	394190	Fifteen.
394490	395011	Any pluses?
397792	398152	Come with me.
409195	426224	This person who just walked into the room is wearing a cowl that you recognize as being something the monks of the Scarlet Brotherhood in... Is that Henthaland?
427105	431327	It was the peninsula that you and Karmurk were in, where Karmurk did all that stuff.
431367	432848	Remember that temple you took over?
433048	434109	Where I got turned into a snake?
434409	434929	Exactly.
435729	436390	They would wear...
437895	441077	So, you have no idea who this fucker is.
441198	446461	You had said that there was an invisible person that I could maybe kind of detect.
446481	448363	I don't know if we have to go back on that.
449363	450284	No, that happened.
450484	450724	Okay.
451425	454167	I'm not getting any vibes or any kind of smell.
454827	455228	Nothing.
455728	456989	Like, that wouldn't have been the guy.
457469	457649	No.
457690	458290	To my knowledge.
458710	459931	Unless it was magical.
460191	460512	Of course.
460672	460952	Okay.
461032	461352	Of course.
461432	462413	Okay.
483223	485245	Jude, this is Paul.
485966	488408	He is one of my relatives, my nephew.
492152	493874	And he's here for?
497578	502684	I wish to include him in the operations that we've been talking about.
504323	515390	From what I understand, Lord Jamis has told me that you've been investigating the possibility of Toli agents in the city of Monmurg.
517211	517431	Yes.
519152	521833	My investigations are still preliminary.
522374	523294	It's only just begun.
523975	524695	I understand.
525796	532740	Lord Jamis, would you tell us all exactly what has transpired over the last month in this regard?
535018	543309	So Jamis kind of gives you a strange look, and you're not really sure why, but he says, certainly.
543329	552700	Maybe a month ago we had a visit from a
556641	560002	Wizard from the kingdom of Keoland.
560142	563303	I had spoken to you about this individual earlier, Jude.
564103	572165	This Lord Phranck, apparently from the magical schools of Gradsul, the magical academy.
574646	584489	This is the same place that my son, Grayson Jamis, attended school at the transmutation school.
585730	586651	Several years ago.
586671	588272	This was some 20 years ago.
589754	590314	He died there.
591575	595679	Phranck, however, was an evoker and he visited Monmurg.
598421	613054	Interestingly enough, I believe to contact me, he wished to glean information about
614378	620604	What my intent was towards the Duke of Gradsul.
621404	626008	I had really no idea what Phranck was intending.
626228	627990	However, he gave me information.
628911	635417	He also gave me a contact to a spy that he had embedded in Monmurg.
637318	637859	To be honest,
640983	645547	I have not really been able to understand this Lord Phranck's true intentions.
649631	652353	Was it to warn us or not to warn us?
653174	656096	Is he working against the Duke of Kratzl or not?
657177	658719	Did this happen before the blockade?
660000	660660	This happened
661913	673921	Briefly after the blockade had started, before it was officially announced, and before Port Torvin was burned to the ground.
674041	675842	How long ago was Port Torvin burned to the ground?
677123	678304	This was about two weeks ago.
678524	678824	Okay.
680445	685989	And I have been here in the city since I talked to the, got intercepted on my travels.
687419	688120	About a week.
688540	692144	So you came from Red Shore, where you remember all that stuff was happening.
692324	693646	All those ships were going there.
693686	696168	And I was forthcoming with Jamis about that.
696428	696989	Totally.
697129	698370	And he wanted that information.
699612	704277	But that was happening while I was kind of on my way to Monmurg, the burning of
705800	706660	The town?
706780	707660	Yeah.
707760	720883	I mean, obviously you didn't know about it, but I think that probably what happened was it happened before you got to Monmurg, right?
721043	723403	But you just heard about it, right?
724683	724903	Okay.
727204	730144	Well, so do we know where Lord Phranck is now?
731405	733085	Supposedly he's in Saltmarsh.
734143	737466	Even though we have not been able to pin his exact whereabouts down.
738987	742630	Saltmarsh is inland and north, northerly?
743210	745172	Saltmarsh is in Salonmoor.
745572	748374	It is across the Bay of Salonmoor.
751717	757061	You would have to sail there, it would be a day and a half sail from Monmurg if you wish to go that way.
759156	763438	Through dangerous waters because the blockade and the war is occurring in that region.
763898	767179	If we traveled by land, it would be back along the peninsula.
767979	776122	You would have to go through the Houle marshes, cross the Houle River, go through territories that are not civilized in any way.
778063	778943	Who burned the town?
779303	779663	Do we know?
785245	786586	Jamis kind of
787840	806732	He looks at Jeon and says, My reports tell me that the person that burned the town and stole a large amount of goods was actually an agent of Lord Phranck.
806752	810114	Since we don't know which side Lord Phranck is on.
813596	816558	His actions befuddled me.
818016	829339	Because when he was in Monmurg, he was attacked by four assassins that were obviously from Port Toli.
831499	834020	I had no idea what they were trying to accomplish.
834960	845183	But during that period of time, I think he got into contact with an agent he had, who later contacted me and
852616	858599	Informed me of a traitor that was actually passing information to the Toli.
862240	868983	A dockmaster of mine named a tear who had been in Gradsall maybe three weeks before.
870444	878087	On a mission of diplomacy, this was before the hostility started, but apparently a tear had been turned at that time.
884850	885971	And you would like me to work with?
888693	889594	Let me continue.
896420	899803	Lord Phranck has magically contacted me several times.
904350	907831	I do not know what his intentions are.
908271	918473	I don't know if he is completely in control of this Scarlet Rat, as he calls himself, the man that burned Port Torvin down.
919214	926895	However, the actions of the Scarlet Rat have further endangered the city of Monmurg.
927235	933877	As you know, our food stores are quickly dwindling
935422	941268	And the foodstuffs that we were to get from the yeomanry are no longer available.
941528	944651	That is exactly what he destroyed in Port Torban.
946273	956563	Basically all the food to supply the foreign district and the merchant district for the summer trading months have been completely annihilated.
958064	958665	And without
960183	967047	Trade coming to the city, and with the embargo on, there simply is not enough food to go around in the city at this time.
968227	973570	And that's not enough to condemn Lord Phranck, if it was the Scarlet Rat as an agent of his?
977732	979273	It goes deeper than that, Jude.
981074	985196	Lord Phranck, as it turns out,
990442	1003192	is, in my estimation, an officer, an inquisitor from the Office of Urban Magic.
1005253	1005774	Say that again.
1006534	1008936	He's an inquisitor from the Office of Urban Magic.
1010658	1011498	Urban Magic?
1011859	1012479	Forbidden.
1012579	1013580	Oh, Forbidden Magic.
1017647	1032390	This is a secret organization out of Gradsoul that makes sure and investigates magical activity and punishes those and brings to justice those that are involved in prescribed magic.
1033010	1041312	This is not generally a problem in our realm as there are not many people that engage in prescribed magic.
1041792	1043393	We have no definition for that.
1044373	1056999	However, Keoland is very clear on these terms, necromancy being among the most important magic to control and make sure that it is not practiced by individuals.
1057919	1066903	Supposedly he is inside Salinmoor, in Saltmarsh, to investigate the use of necromancy.
1067803	1070665	The illness or the disease that was affecting
1074982	1076163	Which disease is that?
1078045	1086973	I thought that there was something that was happening with that swamp area that was to the south of the salt marsh.
1087294	1088875	Are you speaking of the black sickness?
1089075	1089355	Yes.
1091017	1093379	Is Lord Font investigating the black sickness?
1095380	1097121	Jamis says, I don't know of that.
1097141	1108564	I think he actually is investigating the resurgence of some extremist groups known as the Sons of Olan from that area that have historically been involved with necromancers.
1109144	1119507	However, the black sickness is affecting Monmurg much worse than it's affecting Selm or Keoland.
1120732	1126935	As you know, Westkeep is crawling with people that have become subjected to the black sickness.
1127836	1131818	And I think you yourself have seen the effect that it has.
1131838	1134839	Okay, now to the DM.
1134900	1141123	Does the Sons of Orlong in Flanish or ancient Suli language, is that anything significant?
1141383	1144985	Does Orlong bring up any memory of anything?
1146125	1146826	What's your history?
1153622	1154644	History is plus eight.
1155926	1159431	Roll a DC 20 roll.
1161715	1162556	Damn, wow.
1164219	1168526	You have never heard of Sons of Olan.
1176680	1180263	Do I at least know if Orlan is a Flanessie or a Suel?
1180503	1180904	Olan?
1181164	1181424	Yeah.
1181624	1183526	O-L-A-N is the way it's pronounced?
1184147	1184907	It's a Suel name.
1185468	1185668	Okay.
1205070	1207050	And how would you have us move forward?
1209291	1213352	Well, there are several considerations I would have you look into.
1213712	1219233	One, we have this agent of Lord Fox, someone that I have worked with in the past.
1220133	1221453	Her name is Khaleesi.
1222474	1224634	She is an elf in Monmurg.
1226014	1229475	She actually has had contact with Gouge.
1232036	1232796	And she
1234740	1239683	Implicated Atere as the traitor.
1240403	1243185	This was my harbormaster, my main harbormaster.
1243805	1247127	And apparently Atere had been working with Ateli in several ways.
1248479	1249900	Ostensibly for money.
1250381	1260388	This was before the attack on Port Twerven happened, and it was my intention to deliver a tear into Lord Phranck's hands to discern more information.
1260588	1264591	You see, these inquisitors have the ability to read minds.
1266052	1270376	And I would know what a tear was doing in Gradsul.
1271616	1273238	Lord Phranck apparently
1275925	1286170	Was looking into the possibility that the Duke of Gradsul was in cahoots with the Prince of Port Toli, Sac Don Toli.
1290012	1291673	And I wish to know the truth of that.
1292033	1300617	However, he has not given me a report in the time, and his actions afterwards indicate to me that he has become an enemy and not a friend.
1301818	1304259	So investigating, what was his name again?
1306793	1307233	Atare.
1307554	1328906	A-T-A-R-E. And his connection to Port, the Toli?
1329006	1330167	Connection to the Toli.
1332108	1333129	Atare is long gone.
1333489	1334430	He's in Saltmarsh.
1335457	1336077	At this point.
1336297	1341999	Now, just to the DM, I have written here from previous notes that there was a Kane, Toli has an artifact.
1342460	1342680	Yes.
1342700	1344620	Which controls the dragons, sea turtles.
1345221	1346741	And that's what Jamis told you.
1346761	1347302	Right.
1347462	1347682	Okay.
1347882	1356305	And he told you that after the interaction with Phranck and the Toli.
1359746	1360106	Okay.
1361507	1362667	Now we can trust Khaleesi?
1363788	1364128	At least.
1366487	1366987	Nominally?
1367808	1370309	Jamis says, no.
1372650	1377193	She's acted in good faith while she's been in Monmurg, but she is a creature of Lord Fog.
1378253	1389259	I think I have not yet been able to investigate her movements yet, but I think that you said that if I could confirm her illegitimacy.
1396106	1403771	That is on the table.
1403891	1414798	I think that what would be interesting is to know whether or not she still has contact with Lord Phranck and if there is any information we can glean from her about where his whereabouts are.
1416356	1418156	Would you like us to intercept Khaleesi?
1418637	1421957	And if so, does she have a method for getting in touch with you?
1424098	1434400	She contacts me regularly, but she has basically not given me anything that is meaningful in information for several weeks now.
1434921	1436141	In fact, a month.
1436841	1440262	After the information about a tear was done, that was the end of it.
1441101	1441221	Okay.
1441421	1441721	Pause.
1441741	1442342	To the DM.
1442802	1458551	So, in the context of the blockade, the sack of the city that provides our, you know, resources, she hasn't given us anything solid for a while now, it seems like.
1459811	1461412	Like, where are we... For at least two weeks.
1461652	1461872	Okay.
1463193	1465034	Two weeks is not a long time, however...
1466175	1466755	In a siege.
1467095	1469917	I have tried to get messages to Lord Phranck.
1470967	1476849	In fact, there was a spy infiltrator who had gone to Port Toli.
1477289	1478949	I assumed for Lord Phranck.
1480510	1486312	I gave a message to this person, basically telling them that I wish Lord Phranck to contact me.
1486932	1489032	This was maybe five days ago.
1489052	1493854	They had since passed into Sollenmore, but I've heard nothing.
1498085	1503127	And I remind you that Lord Phranck has the ability to reach out with his mind and contact you.
1504227	1507689	I was expecting a magical message from him as of this time.
1509509	1513911	When he said you and he gestured to... No, he contacts me, not Paul.
1514211	1514511	Okay.
1515332	1518973	Paul luckily has not been corrupted by the mind of the Inquisitor yet.
1521554	1523315	I'm trying to put two and two together.
1523835	1524135	Okay.
1525448	1526849	That's a lot of information.
1527450	1527710	Okay.
1528130	1530411	I start doing like some numbers counting in my head.
1533193	1534214	And he's not doing anything.
1534234	1536075	Do I get the feeling like he's some type of muscle?
1536095	1537996	I have not said a single word.
1538036	1539257	He's been silent.
1539617	1543159	I'm like he's starting to creep me out a little bit.
1544080	1547342	Like he's just the muscle in the dark.
1549955	1550915	I'm the investigator.
1550975	1552316	He's the killer.
1552856	1554516	Okay.
1554536	1556037	He hasn't even budged.
1556657	1556977	All right.
1562079	1562759	I apologize.
1562799	1564520	I interrupted with my questions.
1565640	1569661	You said that when I asked you what you would have us do, you said that there were several things.
1571702	1578324	So there's perhaps, if I understand you correctly, bringing Khaleesi in.
1581835	1589818	Then there is, if we can find the one that she reported on, your shipmaster, or do we know if he's fled?
1591159	1595161	A tear was taken into custody, as I said.
1595901	1597041	I took him into custody.
1597602	1598422	Have you gleaned anything?
1598642	1600383	This was three weeks ago.
1601103	1602764	I did not torture the man.
1605808	1606268	Too much.
1606869	1610330	He had no information to me that I did not already know.
1610671	1614793	However, I did ascertain the fact that he was working for the Toli.
1616794	1628720	I had Gouge and Karmark deliver him to Port Torvin, which is where Lord Fonk told me a contact would take him.
1633686	1634666	Take custody of them.
1635066	1635727	This happened.
1636387	1646490	Little was I to know the actual contact that occurred was the pirate that was burning Port Torvin to the ground.
1646690	1647490	The Scarlet Rat.
1648151	1650852	And that is why I know the identity of that individual.
1651792	1652472	The Scarlet Rat?
1652732	1653092	Yes.
1655573	1657934	Okay, to the DM, which he has not said.
1659035	1661356	He's just referred to the Scarlet Rat as the Scarlet Rat?
1661456	1661557	Yes.
1661597	1662217	Or did I miss it?
1662277	1662517	Okay.
1662757	1664138	And he hasn't said what the identity is.
1664178	1671062	Well, what he's basically saying is he didn't know who did it except the Scarlet Rat.
1671122	1675705	He figured out that was the guy who was calling himself the Scarlet Rat.
1676325	1683950	And he knew at that point that he was affiliated with Lord Thrawn because he took a tear at that point after he raised Torvin to the ground.
1686275	1695281	So what happened was Phranck talked to Jamis and they said, this guy's a traitor, through Khaleesi.
1696442	1707190	Jamis took a tear, interrogated him, found out all this crap about him, about what was going on, said, okay, I'm gonna give him to Lord Phranck now.
1708668	1708948	Right.
1709829	1719113	And had him transported by Gouge and Karmar to Port Torvin, where the rat was burning the city down.
1720433	1725536	So there, and the rat took custody of him.
1726276	1729357	So do we think that Lord Phranck is a scarlet rat?
1731278	1731818	Do you say that?
1734360	1734620	No.
1735100	1735440	Okay.
1746408	1754993	Basically what Jamis is saying is that Scarlet Rat, who he describes as a Toli Rat.
1755733	1757494	Yeah, because it put us in a hard spot.
1757574	1758815	Right.
1759215	1762457	The guy that was in charge was obviously a Toli Rat, not Lord Phranck.
1763401	1771088	Phranck is an agent of Lord Phranck, or an agent of the Toli, or an agent of the Duke of Gradsul.
1771708	1791405	He can't figure out where Phranck fits into this, but it's obviously becoming clear that Phranck, who had been trying to gain favor with Lord Jamis, had actually showed up to Monmurg, had talked to Lord Jamis and said things to him,
1792644	1795445	Went around and did all this other bizarre stuff.
1796345	1798946	Like, got his man to go burn Port Torban.
1799266	1800527	So, what is he doing?
1800707	1801887	What's the deal?
1806049	1811870	I look at Lord Janus, but also acknowledge, what was the other guy's name?
1812051	1812431	John.
1812531	1813651	Prince John.
1814151	1819833	And say, so you would have us prioritize which of these things.
1821994	1822394	I feel like
1824878	1828139	We could bring in Khaleesi if needed.
1829200	1830840	That seems to be pretty straightforward.
1831421	1836683	The search for any Toli spies or agents within Monmurg is gonna take time.
1838483	1840764	Or do you wish us to travel outside of the city?
1846207	1846927	John says,
1851575	1854897	It is my wish that Paul take the lead on this.
1855258	1869368	However, Jamis says that you are educated in the arcane and that you would be useful in countering anything that the Toli assassins may have.
1872109	1875572	Have you faced any Toli assassins today?
1877213	1878114	Today has just started.
1879652	1881193	I mean, previously?
1881853	1882293	Recently?
1882313	1882473	No.
1884074	1884975	I don't think so, at least.
1888457	1892979	Karmirg and Gouge killed four of them, Jamis says.
1894179	1896161	But you know what slayers they are.
1898842	1902044	And in truth, it was a battle.
1904285	1908447	You know how the Toli assassins are, Jude, mixing magic and weaponry.
1911407	1914328	I don't wish to see Paul involved in combat.
1915809	1918070	This from Jamis or from Prince Jeon?
1918130	1920572	That's Jamis actually says that.
1922753	1928235	However, I would like you to involve him in the investigation, if you would.
1929756	1931937	And so Jamis is saying involved.
1932137	1935179	Prince Jeon said he leaves.
1937789	1939691	Either way, nobody wants them hurt.
1939711	1945476	Both of them obviously don't want them hurt, so I'm babysitting.
1945536	1947077	I don't say that out loud, by the way.
1947137	1948879	I'm just thinking to myself.
1953343	1953783	Of course.
1953803	1956145	I can't say it out loud.
1957967	1958367	Excellent.
1959688	1960849	We have a council meeting.
1962010	1964993	Please, the two of you, compare
1968276	1970296	Information that you may have.
1970836	1974097	Bring Paul up to speed on what your current investigations are.
1975917	1982018	After our meeting, we can speak further on where we're at.
1982138	1992880	I would like you to help Paul in facilitating resources.
1993960	1996121	Paul, I heard of your activities last night.
1996401	1996661	Yes.
1997450	1998491	Involve Jude in this.
1998972	2001755	His skills may be helpful.
2001835	2002215	Of course.
2003877	2004258	Thank you.
2004458	2007041	Okay, what mask are you wearing?
2007061	2007661	Do I notice?
2008903	2010084	Well, you know what he's wearing.
2010504	2013368	Well, I know you told me what he's wearing, but like, is he wearing a mask?
2013488	2015330	Or was that just associated with a call?
2016998	2017758	What are you talking about?
2017778	2017838	No.
2018138	2020959	This thing is a metal mask that covers the entire face.
2021019	2036524	It's got eye slits but it's like slits of metal that are put together with very fine ringlets and it covers the head very well.
2036544	2038965	The metal is cut geometrically and they have like
2040826	2042867	Interesting designs cut into them.
2043027	2047790	So does Prince Jeon and Lord Jamis Lee, do we have the office?
2047810	2048891	Well, they don't say that.
2048911	2054835	They say please go to this lounge slash library to go have the conversation.
2055375	2059558	We have to go to a meeting at the Admirals and we'll talk to you later.
2062139	2062720	Okay.
2062740	2070273	If I see a servant on the way, I'm going to be like... Actually, a servant comes to you and basically says, please come this way.
2070474	2070774	Okay.
2070954	2073579	When he gets us to where we're going, we're going to need some wine.
2073860	2074320	Okay.
2074421	2081653	So anyway, he gets you to a small study and you say to the sergeant, I mean the servant, bring us some wine.
2081914	2082134	Yeah.
2082335	2084438	So the servant says, yes sir, goes away.
2084598	2085079	Hang on a second.
