start	end	text
141681	152203	I think what we need to do is reload this, have the archer up here, and... Actually, you know, if the ship comes and it's a lot of armed guys, they could take the barrel one for us.
152443	154763	So, moving them out of the area might not be... That's what I'm saying.
154783	158004	Get them up by the... We should go, like, move the barrels up here.
158064	159024	Move the barrels up there.
159124	159904	Okay, we could do that.
159984	161204	Okay, we could do that.
161584	162224	We could do that.
162784	165085	Well, and the deal is, is that...
167387	168880	They've got 25 barrels here.
170258	174141	How far up here can we see and still see in a ship come in?
175041	178084	If the ballista is there, can it see a ship coming in here?
178564	179625	Oh yeah, absolutely.
179725	186710	The ballista is made for covering the docks and the entrance into the... You can be able to pull these fucking bodies out and throw them in the tent or something?
186830	188591	No, there's dozens of them.
188651	190953	Oh yeah, I was going to say, they're going to see all the sahaugin.
190973	192554	Yeah, they're going to see they're all floating.
192574	195195	But they'll already, I think, be coming into it.
195256	198578	If the cave is darker than the outside daylight,
198958	199698	They're coming in.
199738	201459	They won't notice it until they're already coming in.
201499	203419	Yeah, but this is going to spread all the way out about.
203459	206399	Yeah, I'm less worried about the bodies.
206640	209880	I do think if they overwhelm us, we need to secure the barrel.
209920	213561	So maybe moving the barrels up to here at least, we can do that quickly.
214441	221402	Get that thing loaded and then some of us be ready on the landing and some of us be ready up here.
221422	223223	Because if we can take that ship,
226457	229098	You guys might be able to take that ship and, well, fuck it.
229219	232020	Now I guess we don't have any Lord Farrowin or any Toli.
232380	237583	Do we burn the bridge or the planks that we came in on so there are no hobgoblins from there?
238023	241385	Look, since we don't have a Lord Farrowin, we can spend some time searching, like 30 minutes.
246810	254652	But if we don't have a Lord Fairwind, we could take all the barrels, destroy that, work our way up, still try to find and release Lord Fairwind.
254692	257633	He said that there was some hobgoblin guards.
257673	259974	He kind of told us where his troops were locked.
260314	261234	They just weren't armed.
261914	265255	So we would have to kill the guards for the interior.
265825	273812	And we can still take over the island and we can hold this island with 25 barrels, at least against the sahaugin, which the Toli aren't ready to storm it.
273872	274832	Yeah, I do want to go back.
274892	280077	Yeah, like we could secure this island and hold it for at least 50 days.
280097	281278	You're talking the island.
281798	283320	The island's got a lot more.
283361	286105	We only barely did anything on the other part of the island.
286285	289890	No, no, but he, well, the Lord Fair one said one barrel does it.
289950	294918	Now, we probably overdid it in this quay right here or whatever this, this thing.
295238	297501	But we could probably use half of a barrel.
298282	312648	Signal, because we'll have, if we can take the main thing, then we can signal Monmurg to send us reinforcements, but we'll have roughly almost two months, or roughly close to two months, to secure whatever the hell else we need to secure.
313049	318331	So my question is this, can the party enter combat at this point in time?
319039	320961	How many spells are left?
321282	322063	I cannot.
322283	323725	I need to rest.
323785	326268	Does a short rest replenish spells?
326288	326548	No.
326808	328751	Well, some characters do get that.
328771	329592	Bards do not.
329872	334498	I got only first level spells, one second level spell, and cantrips.
334598	335619	I don't have anything else.
337581	339783	I'm gonna use my last five here.
340043	341364	How wounded are you guys like this?
341404	343166	I can survive maybe one good sword swing.
343226	346428	I don't think I can handle that.
346548	347009	You're fine?
347029	348130	That's what Merrick does.
348150	349131	Keep my distance.
357217	358157	So why don't we do this?
358257	359458	I'm at nine hit points.
359618	361618	So why don't we actually just, you know what?
361658	362338	I need to rest.
362418	368160	I don't think, especially if Kane totally is out there with the Ghost, we're not going to be able to do anything.
370180	379523	Unless he's got a huge contingent, we would have roughly 300 guys, depending upon like, you know, the outside guys, the inside guys.
379663	379883	Oh yeah.
379903	380703	What about the Marines?
380763	381923	Well, that's what I'm saying.
381943	384784	So there's 150 on the outside, roughly minus 20.
385678	392040	There's 150 guys that Lord Fairwind said he didn't want to have them injured, that we just need to get them to the armory.
392400	400082	Let's burn that bridge and let's get all the barrels back up and let's... Why do you think Lord Fairwind's guys will listen to us?
400282	400723	Yeah.
401023	402403	Because they didn't know about them.
402423	404964	Yeah, the same way the Lord Fairwind guys listen to us.
405484	406045	At the other side.
406205	409167	They know that he's a representative of Prince Jeon.
409327	414771	Yeah, but the only difference between those guys and Lord Farrow and the guys in the castle is... No, he had them taken...
414791	416953	I don't think that he had them in on his shit.
416993	418314	You heard how arrogant he was.
419035	421737	He didn't have, like, his troopers in on the know.
423158	427121	Otherwise, we would have to fight our way through them or they wouldn't even be locked up.
428595	430036	That's true.
430537	437041	I think we can release because we know that the 150 on the outside, we're demonstrating in the front.
437101	439263	Well, if we find them locked up, we can talk to them first.
439283	439944	We can't just be like...
440184	440404	Right.
440464	444167	And if we get the lighthouses and we can signal it to Monmurg.
444567	447870	No, he said he got them in their barracks, basically.
447890	450932	He said they weren't locked up in jail.
451013	453355	Right, he wanted them safe, but they weren't armored.
453835	464244	So all of their shit, it was basically a few guys might have gotten killed that were on guard duty, but it sounded like the bulk of the interior guard
466143	467584	Our behind locked doors.
467624	468845	That'll guard it.
468885	474268	I would buy that if he was under duress and said, we will leave your people alone.
474308	475308	We want all the barrels.
475508	475869	Fine.
475909	476869	I'll make a deal with it.
477630	478070	Fine.
478170	479030	You guys can take it.
479170	480391	But that's what I think he was doing.
480511	481752	No, no, no, no, no.
481892	485934	Paul said he was in cahoots with them and said that he is guilty.
485954	487255	Paul, what did you hear?
487395	488456	Paul, what did you hear?
488476	490257	Why would his guys... Yeah, what did you hear, Paul?
490417	490897	What did you hear?
491237	493458	Paul, Merrick, I actually started doing the job.
493478	496801	Adrian, what exactly did I hear from Fairwind talking to him?
496821	498001	They were talking about making deals or...
498021	502064	So, you're coming with me because, of course, you can make whatever kind of shit you want up.
516672	523474	And that's what this game is about, is that, you know, Paul is probably going to tell you the truth, but he is a noble.
524514	526094	From a different...
526534	527915	So who knows?
528615	532336	Sorry, I had to do that because, you know, you did hear it from the...
532476	535857	Okay, if you go back and read...
542163	544865	The thing I created for you.
545446	549089	And this is your ears only, and you only agree about this.
549349	558497	Basically what he said was that he and the Toli were splitting the stuff.
559498	560459	Splitting this stuff.
560519	563222	And Natoli said, well we noticed you took most of the shit anyway.
580709	583111	But that's good on you, I guess.
583872	586094	We just don't want Monmurg to have any of it.
587455	596642	So what you think Fairwind was doing was he wanted to be able to blame somebody else.
597883	600325	But he's part of this.
600626	601266	Definitely.
602007	607852	And the deal is that if the Toli are involved in this, and Fairwind is involved in this,
611928	614890	Basically, there's a coalition of people against Monmurg.
615410	618292	Like Fairwind said in the conversation, these are all princes.
618653	621655	They're all kind of co-equal in the nation.
622255	625657	And it's not like they don't have conflict between them.
626922	631344	But this is screwed up, because this is Sahaugin doing their thing.
631665	633446	Yeah, and he's trying to screw over Monmurg.
633606	645132	And the reason this nation exists was because of the Toli, the Outer Islands, and the Duke of Birkhoff all coming together and beating the Sahaugin 150 years ago.
646273	646513	Right?
646993	647293	So...
650235	652776	This is an eternal conflict, right?
653336	656298	But it's obvious Fairwind did not want to show his hand
657707	665377	He wanted it to be between the Toli and Monmurg, but he wanted Monmurg to lose.
666398	666639	Right?
666919	668461	But he didn't want to show himself yet.
669442	670604	And so it wouldn't be...
670624	673167	He didn't want to show himself dealing with the Toli.
673748	675390	He didn't want to show which side he was on.
676160	688312	And so the men getting locked down and him not letting all of his men, because obviously he'll have a couple of men on, these guys down here, the guys that Gouge and Tyrus killed, these are Fairwind's personal guard.
689233	691495	So there are some people close to Fairwind.
692408	696509	That know this and are dealing with this, right?
696729	709652	But you wouldn't be surprised if Aaron was trying to act like, oh, I thought I was taken by surprise, blah, blah, blah, and then just say that Toli took everything, even though he took a lot of it himself, right?
710032	715653	But it would take, you know, probably wouldn't take attention off him, but it might cause enough doubt
717019	720082	In Jeon's mind to not really know who his real allies are.
720962	733613	This is very concerning, though, because, you know, Fairwind does this, a guy from the Outer Islands who normally side with Jeon, this situation is bad.
737373	740915	Keoland is making a power play, big time.
741116	747560	And when you came in the room after you listened to him, he was trying to act like he was a prisoner.
747920	748160	Yeah.
763443	775787	If you have hit dies left to roll, so you get three short rests a day, and then you have to take a long rest.
776027	781869	But every short rest you can roll as many hit dies as you have to heal up points.
782169	786210	So you're fourth level, or third level, so you have three die eights.
786230	789351	So every time you take a short rest you can use one, two, or three of those,
790330	792715	But if you use three of them, they're all gone.
793096	793256	Gotcha.
793276	795701	And you can't do it again until you take a long rest.
795761	796021	Cool.
796142	800170	So if you're high level, it's really cool for like, you know, okay, I got Tin Die Tin.
801204	802704	I lose like 20 hit points.
802904	804025	I rest a short rest.
804085	805365	I roll 2 die 10.
805385	806325	I'm totally healed up.
806625	807125	I do it again.
807145	807966	I can go all day.
808566	811647	And then, you know, at the end of the day, okay, I'm really wiped out now.
811687	813127	I can do a short rest, a long rest.
813167	816348	Can I use my song of rest every short rest of the day?
816788	817768	Or is it just a one time?
818008	818888	I read that.
818928	819729	That's interesting.
820029	826250	I think short rest will allow you to do the song of rest and give that extra die six in there.
826270	829651	My rest would be six as a rogue and one as a fighter.
831612	836113	So you have six die eight and then one die ten.
836393	839194	And then plus eight for my other stone.
839274	843275	And then you get an extra one die eight because you have that resting stone.
843975	847156	So you can use that and you can use that one every short rest.
847696	849397	So automatically you've got a one die eight.
850337	858379	If you have a friendly creature who can hear your performance regain hit points at the end of a short rest by spending one or more hit die, each of those creatures get an extra d6.
858460	861560	So they have to roll at least one, but then they get the extra.
861580	863241	They get an extra d6 on top of that.
863261	865462	That's definitely something you want to do.
865542	868322	How long is the short rest?
868522	869343	One hour.
870183	876445	But I think that because we were worried about if Lord Fairwind survived,
877553	880654	We need to get to his troops before he gets to his troops.
882874	885075	So I don't think that we can rest just yet.
885355	885955	I really don't.
886255	902479	I mean, I think that we're not ready for combat, but I think that if we can get 150 guys, we kill some of the hobgoblins and we get them up to the armory, then I think we're going to lose the initiative.
905289	905970	I can keep going.
906650	906971	I can.
907451	909953	Can you just... Can you protect barrels and guard?
909973	910534	I can go.
910554	911254	You want to go?
911335	919182	Yeah, maybe you stay... Yeah, and if something pops up out of the thing... Well, no, no sahaugin are going to pop up.
919262	922625	It would just be, you could fire the ballista and then haul back up.
922645	923786	Where are you guys going to go, then?
924446	932674	We've got to go try to release the troops because, look, I'd love to think that Lord Fairwind is dead, but he's too smart.
932734	935817	Okay, so if he's going to go somewhere, the only direction he's going to go is this way.
935877	937098	No, he's not going to go out.
937138	937618	He has to.
937638	938559	The tide was going out.
938579	939920	You want to check the belly of the beast?
940621	941242	That's what I said.
941262	942983	That's why I wanted him to pull the shark up.
943023	944985	You can try to pull the shark up.
945005	945545	No, the 40-footer.
945565	949229	Yeah, it was a 40-footer, yeah.
950279	951780	Look, we can still try to pull it.
951820	952520	It's floating.
952600	953962	We can still try to pull it up.
953982	955423	Here's the question, guys.
955883	958005	Are you willing to leave the barrels by themselves?
958065	959226	No, no, no, no.
959346	961368	Or be defended by one guy?
961388	963890	Two of us, I think, are going to leave.
964330	964931	All of us.
964951	966572	Yeah, I mean, yeah, we can leave.
966632	967153	Two of us.
967433	968554	Look, I've still got...
968814	969975	Wait, we're going to split the party?
969995	970956	Are these up here now?
970996	974879	Because we and Folsom have been working this entire time.
975880	978622	And it moved the barrels up to the upper end.
978742	984205	And what happened, it was a hard workout.
986366	987987	We're talking one hour, I don't know.
988007	989348	Well Merrick's fine.
989888	990989	He knows the island.
991429	992270	I can go with him.
993630	999795	If we, like Jude's saying, we've got to get to the guys, but I don't know how, we can't get through any hobgoblins.
999815	1000815	We're talking about one hour.
1001396	1007240	We encounter those 12 guards outside the Sanctum Sanctorum, we're fucked.
1008921	1013004	Well, he didn't say 12, he just said that they were guarded, his troops were guarded.
1013184	1016727	Yeah, he said that there were two squads of hobgoblins guarding those people.
1016927	1018028	That's 40 dudes.
1018968	1019189	Yeah.
1020877	1026900	Okay, look, if we at least hauled ass back, but he said there's like, he said there's multiple ways back, right?
1027120	1029041	Like, isn't there, he said there's multiple ways down here.
1029061	1030562	We haven't been through the bars.
1030822	1031082	Right.
1031162	1032423	I don't know where that goes.
1032443	1039086	So, I mean, like, we gotta, look, I don't like it, and yes, it puts us all close to death.
1039766	1050694	However, if we end up with Lord Fairwind's troops against us, the best thing that he can do is kill us all so that nobody is there to tell the truth.
1052378	1053418	That's what we're up against.
1053458	1056679	So if we take an hour-long break so that we're all...
1056699	1058479	So where is he gonna go from here then?
1058539	1066041	Okay, I don't know how many places he said, but if he went out, he could get on the beach and he could be talking to his own troops on the outside.
1066581	1068981	And he could say, these guys are all traitors.
1069121	1069582	Like us.
1069662	1075623	If he made it on the inside and he climbed up the rocks... Where's the overall map that you had that big map of the whole island?
1077069	1081150	Since we might be right under the edge there, since the waters are clear, sahaugin.
1081390	1083431	So we're talking about he has to come out here.
1083531	1090813	Okay, so he can either come out and come back around and talk to his troops that are demonstrating out in the front.
1090853	1092153	Remember, they're out in front.
1092393	1097455	He has to come out, he has to survive sharks and sahuagins and everything else, come out here,
1098035	1099335	Climb up this wall.
1099716	1101876	No, no, he doesn't have to go inside.
1102016	1105037	He can go and talk to his troops that are demonstrating out front.
1105137	1106638	No, this is all full of hobgoblins.
1106658	1107278	No, no, no.
1107358	1108838	Remember his troops from there?
1108878	1111939	We had 150 troops and they were building and building fires.
1111959	1114600	We don't even know what they were taking.
1115740	1116221	But we don't know.
1116241	1121965	They just sent some guys out to make a... We can talk hypotheticals all we want, but we know there's troops we gotta find.
1122366	1128030	What I'm saying is that these troops here came up to here to make a distraction.
1128230	1132113	If he comes out and he gets to the beach here, these are his troops.
1132433	1134015	He will have roughly 150 troops that he will re-command.
1138638	1145144	If he goes inside, there's roughly 150 troops of Lord Fairwinds that he had locked up.
1145224	1145805	And hobgoblins.
1145825	1147906	How do we know that the hobgoblins are going to follow him?
1147946	1149067	Screw the hobgoblins.
1149107	1153732	Maybe he has his men kill the hobgoblins because the gig's up.
1154072	1156074	The problem is, we're part of the gig.
1156634	1158676	He'll kill us in like seconds.
1158816	1165860	And what if we have a whole ship come back through here full of people and everything else and you've got two of us trying to guard the ship.
1165900	1167441	We're still all screwed.
1167501	1168721	Everything's dead.
1168801	1170302	I mean there are fish that are dead.
1170442	1174705	It's like this stuff kills all kinds of aquatic creatures.
1174725	1177866	So all you gotta do is take that ship from your fire.
1177886	1181128	Whether it's me and a ballista or one guy and the rest of you guys go up top.
1181148	1182249	There's a lot of dead.
1184850	1191894	But what we need to do is we need to get control of his men and keep a lookout for him.
1194895	1200819	Look, we can cut the belly of the beast open, but let's say there ain't no Lord Fairwood in there.
1200839	1202380	Then we know we have to go find him.
1202680	1205742	Okay, so let's drag that motherfucking fish in.
1205802	1208323	But here's the thing.
1208404	1211786	Who's resting and who's moving barrels?
1212026	1214207	We already moved all the barrels.
1214427	1214988	You already did?
1215088	1216629	How much time did it take?
1217349	1218330	It took about 30 minutes.
1219494	1222261	See, we gotta go in.
1222562	1223103	We gotta go in.
1223224	1226331	It's already been 30 minutes and we've been talking and the air bike moved all the barrels.
1230674	1231195	All right, I'll go.
1231715	1232256	I couldn't.
1232656	1237741	I do not think this is- Okay, then take a nap next to the ballista with somebody who's not taking a nap.
1237841	1249253	This is a suggestion, since all the sahaugin are dead from the area that we lost Lord Farron, could we go where Lord Farron, where we lost him, and see if there's any secret passages or any exits that he could have done?
1249273	1251475	Yeah, sure, but that's all gonna take time.
1251575	1253037	I'm saying take command of his men.
1255149	1257130	Like, now, and kill.
1257270	1261172	So, the problem with taking care of Merrick and his men, I'm just gonna say this, is there are hobgoblins.
1261192	1263152	That's right, in between.
1263393	1264413	In control of them.
1264433	1272997	I know that, but unless we're gonna sneak our ass, look, if he is dead, then all of this is academic, and we can wait days, and it's no big deal.
1273157	1273557	Yeah, but...
1273957	1278399	The problem that I have is we have no way off this island.
1278439	1279880	We have no way off this island.
1280200	1282841	And Lord Fairwind knows who each of us are.
1283581	1294548	Climb on the beach, survive all the hobgoblins, make his way to his men and go, hey guys, wait, we're gonna go search for these other dudes down in the caves real quick.
1295590	1298552	By the time he does all that, an hour can usually pass.
1298772	1302114	We represent a bigger threat to him than the damn hobgoblins.
1302134	1306357	I can guarantee we are his biggest threat.
1306938	1308859	He is going to find and kill us.
1309119	1311781	We may be all near death, but if we don't...
1311801	1314082	He has so much attitude, he doesn't even care about that.
1314102	1317905	The best part of his life is he has some barrels hidden way off in the west.
1318205	1321267	He's the only last 25, so he only knows he's only gonna be a little bit left.
1321287	1324489	So best case scenario, he floats his ass out.
1324730	1325750	He floats his ass out.
1325790	1326491	So he knows what?
1326831	1327832	Yeah, he already knows.
1327872	1329153	He's already gonna have a conversation.
1329173	1331875	But if he's not working with us, we're gonna get back and talk to Lord Jamison about it.
1331895	1333976	No, but we don't have a way.
1333996	1337278	We don't have a way off this island.
1337318	1338759	We don't have a way off this island.
1338980	1340901	What's Tyrus's intelligence?
1342442	1343703	I'm a smart motherfucker, okay?
1349292	1350373	Tyrus knows a thing or two.
1350633	1353214	Yeah, he's already got all the cards as it is right now.
1353454	1359178	Actually, he's even in a better position than when we had him before because we don't know and at this point we take a small rest and get healed up.
1359198	1359878	But that's what I'm saying.
1359898	1362119	No, but he's going to kill us all and we don't have a way off this island.
1362139	1363220	He doesn't even need to kill us all.
1363360	1363900	Yes, he does.
1363921	1364441	No, he doesn't.
1364461	1364801	He does.
1364861	1365421	Okay, no.
1365642	1367082	He does need to kill us all.
1367322	1370584	He knows that he's a representative of Lord Jeon.
1370624	1372325	He knows that he's your Axeman.
1372345	1372706	Wait, wait, wait.
1372726	1373486	He knows I'm an agent.
1373686	1373946	Yes.
1374327	1374587	Okay.
1375267	1376769	I sent my homoculi in the room.
1377209	1384696	He was making deals with the Toli, basically was saying, exchanging about, you can take the rest of the barrels.
1384997	1385537	The rest.
1385877	1387699	Because he was already taking the barrels.
1387719	1388520	He admitted to that.
1388800	1390562	Was he tied up when he was making the deal?
1390582	1390782	Nope.
1391603	1392384	He wasn't tied up.
1392404	1393064	He was not tied up.
1393084	1395006	So they tied him up as a ruse.
1395326	1395527	Yes.
1396190	1398671	Which means he was totally in on it.
1398752	1406856	In fact, he was trying to double-cross the dam totally because he's been screwing over Jeon already for the last month.
1407096	1411539	How I was able to interpret it is he's trying to screw over Monmurg and he's also trying to keep his hand hidden for himself.
1411559	1413040	It's all the princes for themselves.
1413100	1417282	So the Tali and the rest of the principalities fight over and he gets away.
1417342	1417623	Right.
1417683	1419324	They want Monmurg fault.
1419464	1422285	And that's gonna happen whether he kills us or not.
1422665	1424527	Wait, okay, but I don't want to get killed.
1425728	1428071	So when you say whether he kills us or not...
1428091	1429913	If he kills us, then he gets away with it.
1429933	1430754	He was more than happy.
1430774	1433578	He gets away with it because the Toli guys are dead too.
1433758	1435400	They assume that we just smoke.
1435460	1436602	Hang on, one other time.
1436622	1438464	I want to hear you each make your own point.
1438484	1441428	He wanted to go talk to your uncle anyway.
1442195	1444597	He wanted to go talk to your uncle anyway, period.
1444617	1445398	Yeah, he did.
1445458	1446579	He said, oh, I'll talk to him.
1446819	1447560	Yeah, absolutely.
1447600	1448220	I'd be more than happy to.
1448240	1449482	That's only because we caught him.
1449562	1449922	Am I right?
1449942	1451363	That's only because we caught him though.
1451423	1452084	That doesn't matter.
1452144	1454646	He wants to go to him with this power.
1454666	1456468	His hands aren't down if we get killed.
1456991	1458992	I hope his pants are down.
1459032	1460332	No, his pants aren't down.
1460372	1461773	He's not exposed.
1461793	1462513	He is exposed.
1462553	1464134	He's going to use this to extort.
1464194	1467776	If we get killed, there's no exposure.
1468036	1469776	He's going to use this to extort already.
1469836	1482522	No, he could kill every hobgoblin on the island if we're dead, and he could say he defeated a Toli push to take the helm, and he is sweet and he is floating crystal clean.
1483848	1490694	And still at this point- All he's got to have is every hobgoblins, guys, and we die.
1490734	1492315	The hobgoblins aren't going to do it?
1492335	1493556	His own shirts don't know.
1494077	1498180	But again, why would he take the barrels away if this wasn't a play to begin with?
1498441	1499401	This was his play to begin with.
1499421	1500082	No, it is a play.
1500142	1502124	What I'm saying is that the gig is up.
1502344	1506487	So now, you've got to kill every fucking witness.
1506968	1507869	We are the witnesses.
1507889	1508909	We are the number one-
1509710	1512314	Public enemy in his eye right now, absolutely.
1512334	1515518	Dude, and we don't have a boat to get off this damn island.
1515879	1516620	Without us...
1518348	1523092	He can say whatever happened, he can make anything up, and he is okay.
1523212	1524113	He can lie.
1524373	1527155	I'm pretty sure, well, him and I are, I think, are equivalent.
1527255	1529677	He could just say that Sahaugin killed the ship.
1529917	1532800	So let me ask you this question, if that is true.
1533961	1543488	Is it a good idea to fight through his hobgoblins, or the totally hobgoblins, and then go to contact his men, right?
1544429	1546051	Or is a better idea just to hide?
1547954	1551857	I don't think hiding's too good of an option.
1551937	1562626	I think finding his troops might be the best of the worst case scenario because I doubt all of his troops knew, and ultimately at the end his troops aren't going to fail when they're willing to Jamis.
1562646	1564007	This island isn't big enough to hide.
1564287	1570152	Look, we could snake some barrels, and how many days does that buy us to save us from the Sahaugin?
1570532	1574315	And if the Sahaugin come back after like, what, six days?
1574376	1577238	Ultimately though, wait, it's the second day we've been here, right?
1578477	1579878	I guess, second day.
1580038	1580239	Roughly?
1580259	1580639	Second day?
1580679	1581139	Second day?
1581259	1581460	Yeah.
1581620	1581860	Okay.
1582480	1584462	Actually, it's been about a day.
1584482	1585983	I should be back.
1586584	1587204	It's what?
1587224	1588946	So, you came the 2nd of Wealsun.
1588986	1592469	This is the morning of the 3rd, so you guys have been here maybe 12 hours.
1592489	1595651	We could try to hold up in the tower and signal Monmurg to come.
1595671	1599514	Realistically, within another, at the end of the day and by midday tomorrow...
1600455	1604199	Jeon is going to already be sending troops because I'm not.
1604279	1606361	That's what would happen if we hide.
1606562	1609985	What if we try to take the signal tower inside the key?
1610045	1618914	If we're not even trying to fight any of his men, release any of his men, but we take the signal tower that can signal to Monmurg, we would have to take it during the day.
1619395	1622258	The signal's probably best seen at night.
1622298	1623499	We would have to hold it.
1623999	1631287	If we can take it and rest, but we would have to hold it, and then we could signal we have 25 barrels, the sahaugin...
1631307	1632809	But you would have to leave the barrels here.
1634271	1635452	We could take a few barrels.
1636433	1639697	Or we could leave someone, or a couple of us, with the...
1640608	1641589	The barrels.
1641709	1648533	So if there was an attempt to retake the barrels and there were a couple of people here, how would that go?
1648554	1649454	It wouldn't go well.
1649494	1656559	How many people were on the skiff did we see when they're loading barrels and taking it and loading barrels?
1656759	1664204	A skiff that size probably has a crew of maybe, it could be sailed by four and you can have up to maybe 20 people on it.
1665425	1666266	So wait, what are our options?
1666286	1667246	Wait for it to come back.
1667286	1669268	What are our options for our next move?
1670088	1672650	Well, we could, but we do have to wait till dark.
1672690	1674231	So that would mean we stay here.
1674251	1676113	We say, fuck his troops.
1676153	1678715	Rest until the next skiff comes in.
1678735	1679195	Go down.
1679535	1680356	Take the skiff.
1680416	1680796	Load it.
1681356	1681757	Fight them.
1682297	1685599	Load it, wait for night, and try to get the fuck back to Monmurg.
1685959	1690841	I don't know if we can wait for night, though, because those hobgoblins are gonna realize that their ship hasn't come with their necks.
1691001	1697884	It's because Kane, Toli, is out there in a bigger ship, the Ghost, and that's gonna run us down.
1697984	1699345	The only chance we have is at night.
1699505	1700546	I can cast Darkness.
1701683	1710568	And I could give us like maybe the size, but I mean it'll only disguise maybe the front prow and half the ship as we come out and give it nighttime.
1710588	1714971	The only problem with darkness is that it's a dark cloud, so they're just going to see a big dark cloud move.
1715011	1715932	It's better than seeing us though.
1715992	1717513	It's better than seeing us.
1717533	1718873	But we can't do it during the day.
1718973	1722596	I can also do a smoke cloud that can kind of kick up a big area.
1722616	1723756	A dark cloud and then a white cloud.
1723776	1726178	Okay, so if we were to do that, we could barricade
1726698	1730681	The narrow hallway or burn that little thing down.
1731201	1736425	But that is banking on the fact that that boat comes in and we load up the barrels and we get the fuck out.
1736565	1737426	Well, there's 25 barrels.
1737786	1739087	Obviously, they're gonna come back and get them.
1739407	1740548	And we're at an advantage point.
1740568	1741189	That's true.
1741269	1741749	That's true.
1741969	1744471	And they don't have Sahaugin helping them.
1744831	1750656	And they maybe don't even know that we've taken them because there's no Sahaugin to warn them because we fucked up all the Sahaugin.
1750676	1751977	And we have the giant crossbow.
1753097	1753838	Yes, yes.
1753918	1762626	We can like, we can totally, well, like you said, if there's only four to six guys even wounded, if we could rest and it takes four hours or whatever, great.
1763046	1763587	Or an hour.
1763987	1765108	All we need is an hour, right?
1766141	1769224	But we still have to wait.
1769324	1770605	It's like morning, right?
1771245	1772206	It's approaching morning.
1772266	1773727	You're about an hour away from dawn.
1773767	1777150	Yeah, it's like 6am, 5am, 4am.
1777450	1779973	That means we can't even leave here until dark.
1780233	1781073	What season is it?
1781454	1782395	November-ish?
1782795	1785657	No, it's more like late spring.
1786058	1786518	Fuck.
1786538	1789260	So I mean like that means it's probably not going to get dark until 7.
1789320	1791022	So we gotta take the ship.
1792742	1792962	Wait.
1793483	1795564	And wait for like 12 hours.
1796005	1803690	Which obviously would be a bigger problem because if that skiff doesn't go back within an hour of loading, then they're like, where the fuck's the skiff?
1803750	1809275	Right, and they might send a little rowboat in, but they wouldn't have the numbers and we could fuck them up.
1810476	1812437	But then they would be alerted.
1812477	1814038	Well, the big boat can't come in.
1814118	1815319	That's why they have the skip.
1815759	1818361	But they would be alerted that something was wrong.
1819241	1827767	And if Lord Fairwind is alive and alerts his troops, we'll have his troops come in and he'll say that we're part of the Toli.
1827887	1829708	He'll blame us as being part of the Tolis.
1830826	1832747	And he'll say, like, oh, troops, go kill them.
1832787	1833988	They're part of the Tolis.
1834048	1835869	They blah, blah, blah, blah, blah.
1836029	1839211	Or not even call us Tolis and call us pirates or whatever.
1839231	1841412	So the way I see it, we have a couple of options.
1841492	1844254	We, one, wait for the boat, get on it, try to get out.
1844774	1845014	Two,
1846295	1849058	We hide on the island, but I don't know how well that'd work for us.
1849138	1859008	Or three, we try to contact with Fairwind's troops, and maybe, if we're lucky, we can get to them.
1859168	1862051	As good as that sounds, I don't think we should leave the barrels unattended here.
1862612	1867597	This is a really good advantage point where we can see what's coming in, and then we can also block off what was coming from the back.
1867637	1869839	Why do we need to hold on to the barrels?
